Date,nps,Comment
04/04/2023 00:25,10,BARATO
04/04/2023 00:21,10,rapidez
04/04/2023 00:11,10,Muy facily rapido para realizar la compra del vuelo
04/04/2023 00:08,10,EXCELENTE
04/04/2023 00:05,10,XQ ES FACIL EL MANEJO DE SITIO WEB
03/04/2023 23:28,9,facilidad
03/04/2023 23:26,10,facil y rapido
03/04/2023 23:23,10,Excelente servicio
03/04/2023 23:21,10,Facilidad
03/04/2023 23:13,10,sencillo
03/04/2023 23:12,9,Ha sido práctico y rápido.
03/04/2023 22:54,9,muy bueno
03/04/2023 22:52,10,:)
03/04/2023 22:47,10,Muyr rapido
03/04/2023 22:42,9,Todo Ok
03/04/2023 22:39,10,Es muy sencillo y rápido
03/04/2023 22:33,10,Muy fácil de hacer
03/04/2023 22:28,10,ES FACIL
03/04/2023 22:17,10,EXCELENTE SERVICIO
03/04/2023 22:16,9,Está bien
03/04/2023 22:10,10,muy facil
03/04/2023 22:09,10,muy practico
03/04/2023 22:07,10,Es muy facil de usar
03/04/2023 22:01,10,porque hasta ahora no he tenido problemas con la AEROLINEA
03/04/2023 22:00,10,por rapido y facil
03/04/2023 21:46,10,RAPIDO
03/04/2023 21:46,9,parece muy fácil
03/04/2023 21:39,10,fácil y rápido
03/04/2023 21:39,10,es muyh agil
03/04/2023 21:25,10,excelentes servicio y rapidez para hacer los tramites
03/04/2023 21:13,10,RAPIDEZ
03/04/2023 21:04,10,es muy facil navegar por la pagina
03/04/2023 20:59,10,ES FACIL
03/04/2023 20:50,9,buenos precios
03/04/2023 20:49,10,facil
03/04/2023 20:48,10,RAPIDO Y SENCILLO
03/04/2023 20:46,9,Buen servicio
03/04/2023 20:28,10,es facil
03/04/2023 20:25,9,MUY RAPIDO Y SERVICIAL
03/04/2023 20:25,10,Rápido y efectivo
03/04/2023 20:08,9,TODO BIEN
03/04/2023 19:56,10,confiables
03/04/2023 19:55,9,rapido
03/04/2023 19:54,9,es muy facil de hacer
03/04/2023 19:51,9,rapidez
03/04/2023 19:41,9,no se
03/04/2023 19:32,10,hhhhh
03/04/2023 19:29,10,BARATOS
03/04/2023 19:19,10,´prontitud
03/04/2023 19:08,10,SI
03/04/2023 19:04,10,muy ágil
03/04/2023 19:03,10,POR TODO
03/04/2023 19:02,10,Muy sencillo
03/04/2023 19:00,10,Rápido y efectivo
03/04/2023 18:57,10,Por la facilidad del proceso
03/04/2023 18:57,10,Lo eficiente del servicio
03/04/2023 18:56,10,buen servicio
03/04/2023 18:48,10,BUEN SERVICIO
03/04/2023 18:47,10,todo facil
03/04/2023 18:31,10,APP MUY ENTENDIBLE
03/04/2023 18:30,10,Muy buena página !
03/04/2023 18:23,10,POR LO PRACTICO
03/04/2023 18:16,10,Rápido y seguro
03/04/2023 18:11,10,FACILIDAD
03/04/2023 18:09,10,BUENS ERVICIO
03/04/2023 18:05,10,NINGUNO
03/04/2023 18:04,10,PUES FUE DE INMEDIATO
03/04/2023 17:59,10,TODO BIEN
03/04/2023 17:57,10,Muy eficiente
03/04/2023 17:56,10,ES FACIL DE HACER Y NO TIENE MUCHAS TRABAS
03/04/2023 17:55,9,rapidez
03/04/2023 17:51,10,fácil
03/04/2023 17:45,10,muy fácil
03/04/2023 17:39,10,agil
03/04/2023 17:35,10,bien
03/04/2023 17:34,10,muy rápido
03/04/2023 17:31,10,Rapidez
03/04/2023 17:30,10,EXCELENTE
03/04/2023 17:30,10,por que es confiable
03/04/2023 17:28,10,rápido
03/04/2023 17:18,10,es rapido y facil
03/04/2023 17:13,10,es muy facil hacerlo
03/04/2023 17:08,10,la explicacion es muy concreta
03/04/2023 16:56,10,POR LA EFICIENCIA EN EL SERVICIO QUE BRINDA
03/04/2023 16:55,9,rapido
03/04/2023 16:54,10,facil y rapido
03/04/2023 16:52,10,es amigable y rapida
03/04/2023 16:50,10,La app del celular se traba en vuelos internacionales
03/04/2023 16:42,10,ES MUY FACIL DE USAR
03/04/2023 16:38,10,PORQUE ES MUY FACIL Y RAPIDO
03/04/2023 16:37,10,POR TODO
03/04/2023 16:32,10,MUY FACIL
03/04/2023 16:25,10,Por que es facil de Usar
03/04/2023 16:22,10,Muy buena interfaz
03/04/2023 16:16,10,POR TODO
03/04/2023 16:09,10,.
03/04/2023 16:02,10,rapida
03/04/2023 16:00,10,Interfaz amigable y facil de navegar
03/04/2023 15:54,10,ES FACIL
03/04/2023 15:54,9,Es intuitiva la plataforma
03/04/2023 15:53,10,Es sencillo y rapido
03/04/2023 15:53,10,POR LA PUNTUALIDAD DEL VIAJE
03/04/2023 15:49,10,Facil y bien explicado
03/04/2023 15:49,10,!
03/04/2023 15:45,10,Muy buena
03/04/2023 15:44,10,.
03/04/2023 15:43,10,Facil y rapido
03/04/2023 15:35,9,ECONOMICO
03/04/2023 15:28,10,ES MUY RAPIDO
03/04/2023 15:24,10,RAPIDEZ
03/04/2023 15:21,10,ES MAS FACIL
03/04/2023 15:20,10,POR EL SERVICIO
03/04/2023 15:16,10,Muy rapido y sencillo
03/04/2023 15:13,10,es rapido
03/04/2023 15:11,10,muy bien
03/04/2023 15:11,10,muy bine
03/04/2023 15:08,10,estan al pendiente del cliente
03/04/2023 14:56,10,porque quiero
03/04/2023 14:40,10,ES MJY FÁCIL Y PRACTICO
03/04/2023 14:30,10,Lo major
03/04/2023 14:28,10,RAPIDO
03/04/2023 14:22,10,facil rapido
03/04/2023 14:16,10,EN ESTA OCASION COMPRE MIS BOLETOS DESDE DICIEMBRE Y LOS ASIENTOS NO LOS DIERON JUNTOS Y ESO ME GUSTO
03/04/2023 14:14,9,intuitivo
03/04/2023 14:13,9,Fue rápido y fácil
03/04/2023 14:00,10,Rapidez y eficiencia
03/04/2023 13:37,10,rápido y fácil
03/04/2023 13:22,10,Es cómoda
03/04/2023 13:14,10,Es un proceso rápido y sencillo.
03/04/2023 13:11,10,Muy buena atención online
03/04/2023 12:46,10,es muy fácil
03/04/2023 12:02,10,Informacion clara y oportuna
03/04/2023 08:07,10,muy fáacil
03/04/2023 06:25,10,si
03/04/2023 06:16,10,Precio
03/04/2023 06:13,9,ha sido sencillo el tramite
03/04/2023 06:11,10,facilidad
03/04/2023 05:54,9,facilidad de uso dentro del portal web
03/04/2023 05:49,10,Bastante facil
03/04/2023 05:19,10,FACIL Y RAPIDO
03/04/2023 05:09,9,en linea rapido se hace el tramite
03/04/2023 05:07,10,Facil y rápido
03/04/2023 04:52,10,por el facil manejo
03/04/2023 04:41,10,facil
03/04/2023 04:37,9,por el servicio
03/04/2023 04:24,10,Económico
03/04/2023 04:12,9,todo bien gracias
03/04/2023 04:11,10,Gran accesibilidad
03/04/2023 04:08,10,muy practico para viajeros de trabajo
03/04/2023 04:08,10,ES FACIL Y RÁPIDO
03/04/2023 04:02,10,MUY FACIL PARA REALIZAR
03/04/2023 03:44,10,SI
03/04/2023 03:39,10,el sistema muy amigable
03/04/2023 03:34,10,facil y rapido
03/04/2023 03:28,10,Es fácil realizarlo
03/04/2023 03:21,10,muy facil de hacer
03/04/2023 03:12,10,FACIL
03/04/2023 03:05,10,porque los precios son accesibles
03/04/2023 02:56,10,FACILIDAD
03/04/2023 02:51,10,Eficiente y rápido
03/04/2023 02:43,10,ES MUY FACIL Y RAPIDO
03/04/2023 02:31,9,porque es muy rapido
03/04/2023 02:17,10,"Es fácil, cómodo y rápido"
03/04/2023 01:49,10,ok
03/04/2023 01:49,9,Excelente atención
03/04/2023 01:45,10,Por lo precios
03/04/2023 01:37,9,Facil de hacer
03/04/2023 01:26,10,EXELENTE SERVICIO
03/04/2023 01:24,9,Ha sido rápido el proceso.
03/04/2023 01:10,10,SENCILLO
03/04/2023 01:09,10,Porque es práctico y fácil
03/04/2023 01:07,10,rapido
03/04/2023 00:52,9,excelente
03/04/2023 00:44,10,facil y rapido
03/04/2023 00:24,10,-
03/04/2023 00:22,10,Me ahorra tiempo en hacer filas
03/04/2023 00:16,10,Todo bien y rápido
03/04/2023 00:15,9,avisen un poco antes
03/04/2023 00:11,10,ES RAPIDO Y FACIL
02/04/2023 23:24,10,BUEN SERVICIO
02/04/2023 23:22,10,"eficiente, sencillo, claro , economico"
02/04/2023 23:20,10,el Check-In es sencillo de realizar
02/04/2023 23:14,10,ahorro de tiempo
02/04/2023 23:10,9,"Porque el Check-in es fácil, sin problemas"
02/04/2023 23:10,10,Por sencillo y fácil
02/04/2023 23:08,10,Simple
02/04/2023 22:52,9,.
02/04/2023 22:49,10,muy eficiente
02/04/2023 22:38,10,Muy barato
02/04/2023 21:50,10,es bueno el servicio que ofrece la aerolinea
02/04/2023 21:27,9,ECONOMICOS RAPIDOS Y CON BUENA ORGANIZACION
02/04/2023 21:27,9,EXCELENTE TRAMITE
02/04/2023 21:23,9,tarifas
02/04/2023 21:14,10,SENCILLO
02/04/2023 21:13,10,Sencilla y rápida.
02/04/2023 21:11,9,POR EFICIENTE
02/04/2023 20:43,10,TODAS
02/04/2023 20:31,10,rapidez
02/04/2023 20:28,10,es sencillo
02/04/2023 20:03,10,MUY PRACTICO
02/04/2023 19:56,9,TODO BIEN
02/04/2023 19:43,9,buena atención
02/04/2023 19:03,10,bien
02/04/2023 19:03,10,SON LOS MEJORES!!
02/04/2023 18:58,9,al parecer todo bien pero sale esto antes que tenga mi pase
02/04/2023 18:54,10,Facil
02/04/2023 18:45,10,si
02/04/2023 18:35,10,TOTALMENTE
02/04/2023 18:15,10,Facil  compra
02/04/2023 18:04,10,de las mejores companias de vuelo en mexico
02/04/2023 17:49,10,Muy ágil el portal para navegar
02/04/2023 17:39,10,Precio
02/04/2023 17:35,9,es muy senillo
02/04/2023 17:34,9,BUENA
02/04/2023 17:02,9,Es un poco mas dificil cuando son personas mayores.
02/04/2023 16:52,9,Rápido
02/04/2023 16:33,10,FACIL DE USAR
02/04/2023 16:27,9,AGIL Y FACIL
02/04/2023 16:06,10,AHORRA TIEMPO
02/04/2023 16:06,9,sin comentarios
02/04/2023 16:00,10,todo muy claro
02/04/2023 16:00,10,PORQUE ES RAPIDO OBTENER INFORMACION
02/04/2023 15:46,10,TODO BIEN
02/04/2023 15:12,9,POR BUENOS
02/04/2023 15:08,10,sii excelente
02/04/2023 14:34,10,all its ok
02/04/2023 14:28,9,Está chevere
02/04/2023 14:14,10,Porque es fácil
02/04/2023 14:04,10,Buena
02/04/2023 14:02,10,Ahorra tiempo y aglomeraciones en filas
02/04/2023 13:45,10,ya he volado en varias ocaciones y lo mejor que es directo
02/04/2023 13:43,10,Muy rápido
02/04/2023 13:29,10,los amo
02/04/2023 07:46,9,si
02/04/2023 05:50,9,Bueno y sencillo de hacerlo. Gracias por ser tan eficientes y profesionales
02/04/2023 05:21,9,Fácil
02/04/2023 05:08,10,ES AGIL
02/04/2023 04:47,10,me ha gustado el servicio
02/04/2023 04:34,10,facil
02/04/2023 04:18,10,"En fácil, cómodo y seguro"
02/04/2023 04:14,10,muy rápido y fácil
02/04/2023 04:13,10,servicio rapido y bueno
02/04/2023 04:12,9,rapido
02/04/2023 03:40,10,mas rapido
02/04/2023 03:27,9,NA
02/04/2023 03:27,10,ES FACIL
02/04/2023 03:24,10,FACIL DE USAR
02/04/2023 03:23,10,la pagina tiene buena velocidad y es muy clara en todas las opciones que presenta
02/04/2023 03:11,10,muy buen servicio
02/04/2023 03:11,9,Fue sencillo y rápido
02/04/2023 03:10,10,FACIL
02/04/2023 03:10,10,sencillo rapido
02/04/2023 02:51,10,PRÁCTICO Y SENCILLO
02/04/2023 02:41,10,.
02/04/2023 02:37,10,OIK
02/04/2023 02:06,10,me encanta vivaaerobus
02/04/2023 02:05,10,Fcial
02/04/2023 01:53,10,Servcio
02/04/2023 01:48,10,Su calidad y eficiencia.
02/04/2023 00:59,10,precio
02/04/2023 00:50,10,Excelente
02/04/2023 00:46,10,"Porque es muy rápido y claro, muchas gracias."
02/04/2023 00:14,9,Porque fue rapido y fácil
02/04/2023 00:10,10,porque dan respuestas inmediatas y con solucion
01/04/2023 23:53,10,es muy rápido
01/04/2023 23:52,10,Facil y rápido. gracias
01/04/2023 23:50,10,Rapidez
01/04/2023 23:41,9,Buen servicio
01/04/2023 23:14,9,facilidad
01/04/2023 23:08,10,Rapidez
01/04/2023 23:02,10,Facil y práctico
01/04/2023 22:56,10,Es fácil y muy práctico
01/04/2023 22:48,10,no es necesario hacer fila en el aeropuerto
01/04/2023 22:47,9,EVITAS FILAS
01/04/2023 22:43,10,SI
01/04/2023 22:38,9,accesibles
01/04/2023 22:29,10,muy rapida
01/04/2023 22:15,10,bien
01/04/2023 22:12,10,"Para mi que tengo 59 años de edad y no uso mucho la computadora, la pagina es muy amigable"
01/04/2023 21:39,10,rapido
01/04/2023 21:34,10,RAPIDEZ Y SENCILLEZ
01/04/2023 21:32,9,SI
01/04/2023 21:15,9,"Agil, sencillo y rápido"
01/04/2023 21:13,10,buen servicio
01/04/2023 21:11,10,es fácil y rápido
01/04/2023 21:07,10,RAPIDO
01/04/2023 21:05,10,Muy agradable experiencia
01/04/2023 20:54,10,Rapido y sencillo
01/04/2023 20:45,9,por la atencion
01/04/2023 20:40,10,todo facil
01/04/2023 20:07,10,BIEN
01/04/2023 20:05,9,eficiente
01/04/2023 20:00,10,rapido y facil
01/04/2023 20:00,10,me encanta la psigna
01/04/2023 19:58,10,ES SENCILLO
01/04/2023 19:45,10,biE
01/04/2023 19:45,9,por tener sus salidas a tiempo
01/04/2023 19:06,10,facil de usar
01/04/2023 18:48,10,por el buen proceso e informacion
01/04/2023 18:26,10,Esta muy claro y fácil
01/04/2023 18:26,10,Son una aerolinea que día a día mejora para sus usuarios.
01/04/2023 18:23,10,facilidad
01/04/2023 18:18,10,POR PUNTUALES
01/04/2023 18:14,10,muy facil
01/04/2023 18:06,10,SI
01/04/2023 18:05,10,Muy fácil y rápido.
01/04/2023 18:03,10,b
01/04/2023 18:01,10,efectividad
01/04/2023 17:54,10,para evitar contratiempos
01/04/2023 17:52,10,Muy eficiente!
01/04/2023 17:42,10,FACIL
01/04/2023 17:40,10,facil
01/04/2023 17:40,9,OK
01/04/2023 17:32,9,ES UNA PAGINA MUY AMIGABLE
01/04/2023 17:32,10,.
01/04/2023 17:29,10,Speed
01/04/2023 17:28,10,AMIGABLE Y RAPIDO
01/04/2023 17:24,10,facil y rapido
01/04/2023 17:21,10,mas rapido
01/04/2023 17:13,9,no es complicado
01/04/2023 17:13,10,bien
01/04/2023 17:03,10,muy buena atención
01/04/2023 16:59,10,La facilidad de hacer el checo in
01/04/2023 16:55,10,RAPIDO
01/04/2023 16:46,10,BARTO
01/04/2023 16:25,10,Fácil de navegar
01/04/2023 16:25,10,"Muy fácil de usar,."
01/04/2023 16:20,10,EXCELENTE SERVICIO
01/04/2023 15:45,10,Gracias.
01/04/2023 15:41,10,eficiente
01/04/2023 15:33,10,RAPIDO Y SEGURO
01/04/2023 15:33,10,ágil y sencillo
01/04/2023 14:57,10,SON LOS MEJORES
01/04/2023 14:54,10,si
01/04/2023 14:52,10,Es muy sencillo navegar en la página
01/04/2023 14:40,9,Sencillo y que se puede hacer online facilita las cosas
01/04/2023 14:17,9,rapida y intuitiva
01/04/2023 14:05,10,es muy facil
01/04/2023 13:58,10,facil a usar
01/04/2023 13:29,9,debian mandar un correo con la liga para hacer el check in un dia antes del vuelo yo batalle en encontrar donde hacerlo
01/04/2023 13:16,10,Muy buen servicio
01/04/2023 12:06,10,SENCILLO Y FÁCIL
01/04/2023 09:33,10,vuelos directos
01/04/2023 09:03,9,PROMOCIONE
01/04/2023 07:42,10,"PORQUE ES ENTENDIBLE SU GUIA, EXPLICA PASO A PASO"
01/04/2023 07:27,10,ES PRACTICA Y FACIL DE USAR
01/04/2023 06:45,9,buen servicio
01/04/2023 06:30,10,agilidad
01/04/2023 06:27,10,bien
01/04/2023 06:20,10,BUENA
01/04/2023 06:20,10,bien
01/04/2023 06:10,9,es una opcion mas inmediata de hacer tu confirmación y estar menos tiempo en el aeropuerto
01/04/2023 05:40,9,Por la rapidez
01/04/2023 05:39,10,es practico
01/04/2023 05:34,10,RAPIDEZ
01/04/2023 05:16,10,facilidad
01/04/2023 05:13,10,POR BREVE
01/04/2023 04:55,10,"NO BATALLE CON LA PAGINA, FUE MUY RAPIDO Y FACIL"
01/04/2023 04:27,10,N/A
01/04/2023 04:24,10,FACIL Y RAPIDO
01/04/2023 04:18,10,MUY CLARO
01/04/2023 04:02,10,ES FACIL
01/04/2023 03:59,10,satisfecho
01/04/2023 03:49,9,Fácil de usar
01/04/2023 03:43,10,Buen servicio
01/04/2023 03:41,10,rapido y facil
01/04/2023 03:41,10,Fue muy rápido el tramite
01/04/2023 03:36,10,Excelente servicio
01/04/2023 03:36,10,MUY FACIL Y RAPIDO
01/04/2023 03:31,10,EXCELENTE SERVICIO
01/04/2023 03:05,9,sin comentarios
01/04/2023 03:02,10,nin
01/04/2023 02:55,10,eficiencia
01/04/2023 02:44,10,es muy practico
01/04/2023 02:26,10,PORQUE ES EFICIENTE
01/04/2023 02:25,10,muy facil de comprar vuelos
01/04/2023 02:10,9,Es rápido y no le pongo el 10 por el exceso de publicidad.
01/04/2023 02:06,10,porque es más rapido
01/04/2023 02:05,10,Porque es fácil
01/04/2023 02:05,10,muy rápido
01/04/2023 02:02,9,Es muy amigable la plataforma.
01/04/2023 01:49,10,ok
01/04/2023 01:36,10,pagina sencilla
01/04/2023 01:35,10,SERVICIO
01/04/2023 01:35,9,TODO BIEN
01/04/2023 01:32,10,excelente servicio
01/04/2023 01:21,10,Todo facil
01/04/2023 01:19,10,RAPIDEZ Y FACILIDAD
01/04/2023 01:18,9,SON MUY AMABLES Y EFICIENTES
01/04/2023 01:05,10,sencillo
01/04/2023 00:51,10,por que si
01/04/2023 00:43,10,Son la mejor opción
01/04/2023 00:42,10,OK
01/04/2023 00:41,10,TIENEN SERIEDAD Y FACIL ACCESO A LA PAGINA
01/04/2023 00:40,10,excelente servicio
01/04/2023 00:38,10,need english version
01/04/2023 00:38,10,ES AMIGABLE LA PAGINA
01/04/2023 00:32,10,efectivo
01/04/2023 00:25,9,es facil
01/04/2023 00:03,10,muy facil
01/04/2023 00:01,9,MUY ÁGIL
31/03/2023 23:36,10,"Fácil la navegación, excelentes precios"
31/03/2023 23:35,10,FACIL Y RAPIDO
31/03/2023 23:32,10,EXCELENTE PLATAFORMA
31/03/2023 23:17,10,Es rápido y fácil
31/03/2023 23:15,10,Buen servicio
31/03/2023 23:12,10,BUEN SERVICIO
31/03/2023 23:09,10,rapidez
31/03/2023 23:03,10,Por Excelentes
31/03/2023 23:03,10,CALIDAD-PRECIO
31/03/2023 22:36,10,todo bien y facil
31/03/2023 22:34,9,BUENSERVICIO
31/03/2023 22:20,9,TODO
31/03/2023 22:19,10,por la agilidad q se realiza
31/03/2023 22:14,9,.
31/03/2023 22:12,10,FACIL Y RAPIDO HACER EL CHECK IN
31/03/2023 22:10,10,:) POR EFICIENTES y EFICACES
31/03/2023 22:09,10,por seguridad y rapidez
31/03/2023 22:05,10,es rápido
31/03/2023 21:49,9,rapidez
31/03/2023 21:45,10,"es, como dice la chaviza, de volon pin pon"
31/03/2023 21:31,10,super agil! y todo claro!
31/03/2023 21:30,10,Nunca he tenido problema al Hacer el Check
31/03/2023 21:28,10,a tiempo y suficiente informacion
31/03/2023 21:24,9,fácil y rápido
31/03/2023 21:11,10,Excelente Servicio
31/03/2023 21:03,10,Todo bien
31/03/2023 20:47,9,Rapido
31/03/2023 20:46,10,AGILIDAD
31/03/2023 20:45,10,Rápido y fácil de hacer
31/03/2023 20:44,10,"Porque es fácil, cómodo y rápido"
31/03/2023 20:29,10,practicidad
31/03/2023 20:29,10,ESTA FACIL
31/03/2023 20:29,9,Fue muy amigable el sistema
31/03/2023 20:20,10,esta facilongo
31/03/2023 20:08,9,sin comentarios
31/03/2023 20:08,10,Por las facilidades en el cambio de vuelo
31/03/2023 20:02,10,Rapidez y facilidad
31/03/2023 20:01,10,"Felixibilidad, buena interfaz de usuario."
31/03/2023 19:42,9,"No es tan directo el acceso, pero es claro."
31/03/2023 19:40,10,porque es fácil de uso
31/03/2023 19:40,10,entendible todo el proceso
31/03/2023 19:32,10,Por el aservicio
31/03/2023 19:20,9,SERVICIO EFICIENTE
31/03/2023 19:03,10,excelente servicio
31/03/2023 19:00,10,claridad
31/03/2023 19:00,10,POR QUE ES MUY FACIL Y RAPIDO EL PROCESO
31/03/2023 18:50,10,Es ágil y ameniza mucho el tiempo. Gracias.
31/03/2023 18:48,10,por fácil y rápida
31/03/2023 18:34,9,"El proceso de Check-in es muy amigable, gracias..."
31/03/2023 18:33,10,ME ENCANTA VOLAR CON USTEDES EXCELENTE SERVICIO
31/03/2023 18:32,9,x
31/03/2023 18:10,9,buen servicio
31/03/2023 18:10,9,Es muy cómodo y sencillo
31/03/2023 18:06,10,ES SENCILLO
31/03/2023 18:05,10,Es muy facil accesar
31/03/2023 17:59,10,muy facil gcs
31/03/2023 17:58,10,eficiente
31/03/2023 17:52,9,rapido y facil
31/03/2023 17:51,10,servicio
31/03/2023 17:43,10,muy accesible
31/03/2023 17:42,10,todo muy flexible
31/03/2023 17:42,10,BARATOS
31/03/2023 17:41,10,Todo exelente
31/03/2023 17:40,10,calidad de servicio
31/03/2023 17:40,10,Muy accesible
31/03/2023 17:35,10,BUEN SERIVICIO
31/03/2023 17:35,10,rapido
31/03/2023 17:33,10,bien
31/03/2023 17:33,10,excelente
31/03/2023 17:20,10,PORQUE SE REALIZA MUY RAPIDO
31/03/2023 17:19,10,EXCELENTE
31/03/2023 17:13,10,RAPIDEZ
31/03/2023 17:05,10,Por sus costos
31/03/2023 17:00,10,MUY RAPIDO
31/03/2023 16:59,10,es muy practico sencillo
31/03/2023 16:59,10,Facilidad para el proceso
31/03/2023 16:53,10,si
31/03/2023 16:51,10,exelente servicio gracias!
31/03/2023 16:50,10,Mu bueno
31/03/2023 16:49,10,SENCILLO Y RAPIDO EL PROCESO
31/03/2023 16:48,10,.
31/03/2023 16:42,9,Es facil y accesible
31/03/2023 16:35,10,todo muy bien
31/03/2023 16:32,10,AGIL Y RAPIDO
31/03/2023 16:25,10,Flexibilidad
31/03/2023 16:25,10,Muy rapido y eficiente
31/03/2023 16:23,10,todo de maravilla
31/03/2023 16:22,9,por que es muy rápido y con tiempo
31/03/2023 16:19,10,PRECIO
31/03/2023 16:15,9,POr que es sencillo
31/03/2023 16:15,10,facil
31/03/2023 16:11,10,POR LOS PRECIOS
31/03/2023 16:07,9,agil
31/03/2023 16:01,10,MEJOR PRECIO BENEFICIO
31/03/2023 15:51,9,POR QUE EL PROCESO ES SIMPLE Y RAPIDO
31/03/2023 15:51,10,el portal es muy claro y rapido
31/03/2023 15:45,10,excelente servicios
31/03/2023 15:43,10,.
31/03/2023 15:41,10,.
31/03/2023 15:35,10,muy práctico
31/03/2023 15:33,10,me gusta la aerolinea
31/03/2023 15:33,10,Practicidad
31/03/2023 15:33,10,RÁPIDO Y ECONÓMICO
31/03/2023 15:31,9,Es rapido
31/03/2023 15:29,10,Es práctica y amigable
31/03/2023 15:25,10,ES MUY RÁPIDO
31/03/2023 15:20,10,Por su buen servicio y la amabilidad en el trato hacia el pasajero
31/03/2023 15:18,10,SUPEREXCELENTE
31/03/2023 15:18,10,Facil de utilizar
31/03/2023 14:53,9,Disponibilidad antes que otras aerolineas
31/03/2023 14:40,9,ES AGIL
31/03/2023 14:36,10,muy facil
31/03/2023 14:34,10,BUEN SERVICIO EFECIENTES AMABILIDAD Y BUENA ORIENTACION
31/03/2023 14:32,10,meses sin intereses en los boletos
31/03/2023 14:24,10,"rapidez, eficiencia y practicidad"
31/03/2023 14:07,10,EXCELENTES
31/03/2023 14:05,10,simple y eficiente proceso
31/03/2023 14:02,10,FACIL Y RAPIDO
31/03/2023 13:47,10,excelente servicio
31/03/2023 13:12,10,muy facil y rapido
31/03/2023 12:46,10,amigable la pagina
31/03/2023 12:44,10,PRECIO
31/03/2023 12:18,10,excelente servicio
31/03/2023 12:11,9,"Facilitar más los cambios de vuelos, sin costo"
31/03/2023 11:55,9,Es posible hacerlo en linea
31/03/2023 11:26,10,muy puntuales
31/03/2023 10:49,10,excelente precio y servicio
31/03/2023 08:00,10,Es muy intuitivo
31/03/2023 07:46,10,La facilidad de hacer este proceso
31/03/2023 06:29,9,RAPIDEZ
31/03/2023 05:33,9,"CLARIDAD, RAPIDEZ"
31/03/2023 05:31,10,facil
31/03/2023 05:19,10,MUY BUEN SERVICIO
31/03/2023 05:09,10,BIEN
31/03/2023 04:53,10,Fácil y rapido
31/03/2023 04:50,10,confianza servicio
31/03/2023 04:40,10,Por la facilidad y se puede hacer a cualquier hora
31/03/2023 04:32,10,ES MUY PRACTICO
31/03/2023 04:07,10,EXCELENTE SERVICIO
31/03/2023 04:04,10,FACIL ACCESO
31/03/2023 03:56,10,Facilidad de check-in
31/03/2023 03:54,10,rapido
31/03/2023 03:53,10,MUY SENCILLO
31/03/2023 03:47,10,precio
31/03/2023 03:32,10,Excelente servicio
31/03/2023 03:31,9,"NO SE BORRA LA PAGINA,  Y TE LLEVA D ELA MANO."
31/03/2023 03:12,10,todobien
31/03/2023 03:05,9,proceso
31/03/2023 03:00,10,RAPIDO
31/03/2023 03:00,10,ES FACIL MANEJO
31/03/2023 02:53,9,es facil
31/03/2023 02:47,10,es muy buena aerolinea
31/03/2023 02:42,10,es amigable
31/03/2023 02:39,10,facil
31/03/2023 02:31,10,FACILIDAD
31/03/2023 02:12,10,ok
31/03/2023 02:05,10,facil
31/03/2023 01:51,10,Muy sencillo todo
31/03/2023 01:42,10,excelente servicio
31/03/2023 01:41,10,fue rapida la compra
31/03/2023 01:34,10,Mi  experiencia ha  sido  buena
31/03/2023 01:33,10,bueno
31/03/2023 01:24,10,Rapido y preciso en las indicaciones
31/03/2023 01:23,10,Porque es sencilla en su navegación y operación.
31/03/2023 01:14,10,muy ágil y sencillo
31/03/2023 01:04,10,TODO BIEN
31/03/2023 01:03,10,.
31/03/2023 01:01,10,SIEMPRE TODO BIEN
31/03/2023 00:59,10,"Rapido, con la información completa."
31/03/2023 00:58,10,Todo ha sido muy amigable
31/03/2023 00:57,10,Hasta el momento todo bien
31/03/2023 00:57,9,ME GUSTA LA PAGINA
31/03/2023 00:49,10,FACIL DE USAR Y FACILITA EL ABORDAJE
31/03/2023 00:43,10,Agil y rápido
31/03/2023 00:43,10,eficientes
31/03/2023 00:35,10,Es fácil
31/03/2023 00:25,10,"rápido, muy claro y eficiente"
31/03/2023 00:19,10,MUY RAPIDO EL TRAMITE
31/03/2023 00:02,10,PAGINA AMIGABLE Y CLARA
31/03/2023 00:02,10,accesible
30/03/2023 23:52,10,ES SENCILLO.
30/03/2023 23:39,10,SERVICIO Y PRECIO
30/03/2023 23:37,10,fue rápido el proceso
30/03/2023 23:34,10,BUEN SERVICIO
30/03/2023 23:33,10,Sencilla
30/03/2023 23:28,10,"BUenos precios, facil para documentarse"
30/03/2023 23:25,10,POR VELOZ
30/03/2023 23:23,10,MUY ACCESIBLE
30/03/2023 23:21,10,todo es practico
30/03/2023 23:19,9,X
30/03/2023 23:05,10,ES MUY FACIL Y RAPIDO
30/03/2023 23:01,10,ES PRACTICO
30/03/2023 22:47,9,bien
30/03/2023 22:45,10,rápido
30/03/2023 22:39,10,opciones
30/03/2023 22:36,9,.
30/03/2023 22:34,9,Es sencillo
30/03/2023 22:31,10,3
30/03/2023 22:28,10,OK
30/03/2023 22:27,10,Facil y rapido
30/03/2023 22:27,10,TODO MUY BIEN
30/03/2023 22:20,10,Por la facilidad de poder hacerlo en linea y  la rapidez
30/03/2023 22:14,10,PRACTICA Y EFICIENTE
30/03/2023 22:13,10,a tiempo
30/03/2023 22:10,10,FACIL DE ENTENDER
30/03/2023 22:09,10,Precio
