Date,nps,text
03/02/2023 19:47,10,Fácil navegación
03/02/2023 19:44,10,"Fácil, eficiente"
03/02/2023 19:40,10,RAPIDEZ
03/02/2023 19:38,10,super la web
03/02/2023 19:34,10,RAPIDA Y EFICIENTE
03/02/2023 19:33,10,sistem de compra rapido y accesible y buenos precios la mayoría del tiempo
03/02/2023 19:31,10,buenos precios
03/02/2023 19:25,10,es muy facil comprar .
03/02/2023 19:23,10,todo bien
03/02/2023 19:22,10,RAPIDA Y SEGURA
03/02/2023 19:21,10,es   muy fácil reservar
03/02/2023 19:19,10,Muchas opciones de vuelos a precios accesibles
03/02/2023 19:17,10,INTUITIVA
03/02/2023 19:14,9,eficacia y precios accesibles
03/02/2023 19:11,9,"Tuve una duda sobre el equipaje y al realizar llamada al soporte de atención, me resolvieron mi duda muy amablemente. La plataforma es fácil de manejar."
03/02/2023 19:09,9,Buen servicio
03/02/2023 19:04,10,DA TIEMPO EN REALIZAR CAMBIOS Y ADEMAS SE REALIZAN LAS COMPRAS INMEDIATAMENTE.
03/02/2023 19:04,10,Agil
03/02/2023 19:04,10,chido
03/02/2023 19:02,10,RAPIDO
03/02/2023 19:02,9,Muy buenos precios.
03/02/2023 19:01,10,SI
03/02/2023 19:00,10,Excelente Servicio
03/02/2023 18:49,9,facil
03/02/2023 18:49,10,Porque hay mas vuelos
03/02/2023 18:47,10,facil de usar y de entender
03/02/2023 18:42,10,muy facil y rapido
03/02/2023 18:42,10,FACIL
03/02/2023 18:33,10,no se batalla y se encuentran los mejores precios
03/02/2023 18:32,10,"Fácil de comprar y usar el servicio, te amo VivaAerobus :))))"
03/02/2023 18:32,10,AUTONOMO
03/02/2023 18:31,10,Servicio muy fácil
03/02/2023 18:27,10,muy facil de usar
03/02/2023 18:24,9,conexiones disponibles
03/02/2023 18:21,10,EXCELENTES PRECIOS Y ES MUY AMIGABLE HACER LA COMPRA
03/02/2023 18:20,10,Fácil de usar y clara
03/02/2023 18:20,10,MIENTRAS NO SE ATORE O RECHACE EL PAGO CON TARJETA YO LOS AMO Y SEGUIRE AQUI
03/02/2023 18:19,10,muy buena elección
03/02/2023 18:18,10,EXCELNTE
03/02/2023 18:17,10,Facil de configurar vuelo
03/02/2023 18:16,10,buenos precios y la facilidad de reservar un vuelo
03/02/2023 18:14,10,efectivos y buen precio
03/02/2023 18:10,9,Es rápido
03/02/2023 18:08,10,MUY CLARAS INSTRUCCIONES
03/02/2023 18:08,10,Facilidad de compra
03/02/2023 18:06,10,BUENOS PRECIOS
03/02/2023 18:05,10,Por efectivos
03/02/2023 17:57,10,Por su seguridad
03/02/2023 17:56,10,buena atencion
03/02/2023 17:55,10,ES muy fácil de usar.
03/02/2023 17:53,9,buena pagina
03/02/2023 17:50,10,Todo muy sencillo
03/02/2023 17:49,10,eexcelente servicio¡¡
03/02/2023 17:48,10,Muy sencillo para hacer una reservación
03/02/2023 17:47,10,...
03/02/2023 17:46,10,todo excelente
03/02/2023 17:41,10,EN GENERAL TODO ES ADECUADO MAS NO EXECELTE
03/02/2023 17:32,9,H
03/02/2023 17:32,10,Muy Facil
03/02/2023 17:28,10,Excelente servicio
03/02/2023 17:26,9,Excelente precios
03/02/2023 17:25,10,EXCELENTE
03/02/2023 17:23,10,todo excelente con viva
03/02/2023 17:22,10,Es muy amigable sobre todo cuando no sabes comprar vueloss
03/02/2023 17:21,10,facil
03/02/2023 17:21,10,facil de elegir mis vuelos y difrentes opciones de pago. Gracias
03/02/2023 17:18,10,facil y claRA
03/02/2023 17:17,10,Pagina amigable
03/02/2023 17:09,10,fácil de utilizar
03/02/2023 17:08,10,eficiente
03/02/2023 17:06,10,exelente
03/02/2023 17:05,10,buen precio
03/02/2023 16:58,10,todo perfecto
03/02/2023 16:57,10,porque es muy accesible
03/02/2023 16:56,10,Es muy amigable
03/02/2023 16:53,10,facil
03/02/2023 16:53,10,x
03/02/2023 16:52,10,"Excelente actualizacion,, mucho mas fácil de seguir."
03/02/2023 16:46,10,Servicio rapido y preciso
03/02/2023 16:45,9,No me deja hacer dos reservaciones
03/02/2023 16:45,10,Bien
03/02/2023 16:42,10,ES FACIL DE USAR.
03/02/2023 16:41,10,muy claro gracias
03/02/2023 16:40,10,ES MUY PRACTICA Y FÁCIL DE USAR
03/02/2023 16:39,10,muy amigable la interfaz
03/02/2023 16:39,10,Rapidez
03/02/2023 16:34,10,Excelente servicio
03/02/2023 16:34,10,muy agil la pagina
03/02/2023 16:33,10,PORQUE ES UNA PAGINA MUY AMIGABLE
03/02/2023 16:31,10,CLARIDAD EN LA INFORMACION
03/02/2023 16:30,10,LA PÁGINA ES SUPER FÁCIL DE UTILIZAR
03/02/2023 16:30,10,Practico
03/02/2023 16:25,9,FACILIDAD DE RESERVA
03/02/2023 16:24,10,Intuitiva y rápida.. Gracias
03/02/2023 16:20,10,nada especial
03/02/2023 16:08,10,Muy sencillo y practico de utilizar.
03/02/2023 16:06,10,Por excelente servicio
03/02/2023 16:04,10,"muy fácil y cómodo realizar las reservaciones, todas las dudas y completamente lógico"
03/02/2023 16:03,10,BUEN SERVICIO
03/02/2023 15:48,10,facilidad de compra
03/02/2023 15:43,9,"Esta cool, solo les recomendaria que los datos del vuelo, es decir, los horarios de salida y aterrizaje estuvieran visibles en todo momento"
03/02/2023 15:41,9,FACIL HACER LA RESERVACION
03/02/2023 15:35,10,todo muy bien
03/02/2023 15:33,10,EXCELENTE EN LA PLATAFORMA
03/02/2023 15:29,10,excelente
03/02/2023 15:28,10,muy bien
03/02/2023 15:28,10,me gusto mucho realmente
03/02/2023 15:27,10,muy facil
03/02/2023 15:18,10,buen servicio
03/02/2023 15:17,10,TOTALMENTE SENCILLA LA COMPRA
03/02/2023 15:10,10,muy amigable la pagina
03/02/2023 14:28,10,FUE MI RAPIDO MI REGISTRO
03/02/2023 14:08,10,Muy fácil
03/02/2023 14:02,10,PORQUE JORGE PORJE
03/02/2023 13:57,10,Todo muy facil de usar
03/02/2023 13:26,10,Sencillo
03/02/2023 13:21,9,es facil
03/02/2023 11:42,10,Facil de usar.
03/02/2023 11:38,9,muy buen servicio
03/02/2023 09:22,10,MUY AMIGABLE LA PAGINA
03/02/2023 09:04,10,todo super
03/02/2023 08:39,9,SERVICIO
03/02/2023 08:23,10,.
03/02/2023 08:07,10,BUEN SERVICIO
03/02/2023 07:54,10,por que volaris no me dejo comprar boletos
03/02/2023 07:28,9,BUEN PRECIO Y VJUELO DIRECTO
03/02/2023 07:08,10,todo bien
03/02/2023 06:56,10,Facil reservar
03/02/2023 06:51,10,Es fácil de navegar
03/02/2023 06:50,10,excelente
03/02/2023 06:50,10,POR CONFIABLE
03/02/2023 06:39,10,Porque es fácil el proceso de compra
03/02/2023 06:29,10,excelente servicio
03/02/2023 06:25,10,.
03/02/2023 06:25,10,es muy sencilla y clara
03/02/2023 06:16,10,POR QUE ES MUY FACIL DE COMPRENDER
03/02/2023 06:16,10,Todo esta muy amigable y fácil de usar
03/02/2023 06:15,10,GREAT SERVICE
03/02/2023 06:08,9,"Porque es rápida y practica, gracias."
03/02/2023 06:02,9,COBRAN POR EQUIPAJE DE MANO
03/02/2023 06:02,10,plataforma bastante amigable y con los datos completos.
03/02/2023 06:01,9,Fácil de utilizar
03/02/2023 05:58,10,gracias
03/02/2023 05:48,10,EXCELENTE SERVICIO GRACIAS
03/02/2023 05:47,9,muy accesible los menus
03/02/2023 05:36,10,muy buena informacion felicitaciones
03/02/2023 05:35,9,A veces se tarda en carga
03/02/2023 05:34,9,m
03/02/2023 05:34,10,El proceso es rápido y amigable.
03/02/2023 05:30,9,los precios mas  accesibles amigable la pagina
03/02/2023 05:29,10,Facil de usar
03/02/2023 05:26,9,LA PRACTICIDAD
03/02/2023 05:22,9,correcto
03/02/2023 05:21,10,Good
03/02/2023 05:17,10,"tuve muy buena experiencia,esta pagina es eficiente y bien programada precios razonables deseo que la experiencia sea igual de agradable ;)"
03/02/2023 04:59,9,porque es facil comprar
03/02/2023 04:56,10,Es muy fácil y rápido
03/02/2023 04:55,10,"Facil de navegar, todo muy intuitivo y bien explicado."
03/02/2023 04:54,10,buenas opciones de equipaje
03/02/2023 04:51,10,Buen Servicio
03/02/2023 04:47,10,muy buena
03/02/2023 04:46,10,"Por sus excelentes tarifas y ampliitud de horarios, gracias por hacer posible volar a visitar a la familia. FELICIDADES INFINITAS!!!"
03/02/2023 04:45,10,muy facil y rapido
03/02/2023 04:43,10,PRO LSO HROARIOS
03/02/2023 04:42,10,Excelente guía para comprar
03/02/2023 04:42,10,X
03/02/2023 04:36,10,es muy claro y rapido el proceso
03/02/2023 04:35,10,gracias
03/02/2023 04:34,10,Excelente interfaz
03/02/2023 04:31,9,facil
03/02/2023 04:31,10,Eficiente
03/02/2023 04:30,10,Me encanta <3
03/02/2023 04:29,10,Muy facil de usar
03/02/2023 04:25,10,entendible y rapido
03/02/2023 04:21,10,Sitio muy amigable
03/02/2023 04:19,10,Muy ágil y entendible para cualquiera.
03/02/2023 04:15,10,rapidez
03/02/2023 04:11,10,Muy bien
03/02/2023 04:09,9,Facil para navegar y selecion.
03/02/2023 04:06,10,viajo agusto
03/02/2023 04:05,10,EXCELENTE SERVICIO POR ESO USO VIVA
03/02/2023 03:58,10,precio y calidad
03/02/2023 03:55,9,por el servicio de calidad que brindan como clientes.
03/02/2023 03:52,9,SERIA LA PRIMERA VEZ QUE VIAJO
03/02/2023 03:50,10,bICOSE QUIERO
03/02/2023 03:43,9,buena
03/02/2023 03:43,9,MUY AGIL
03/02/2023 03:32,9,Es muy simple
03/02/2023 03:30,10,por que yes
03/02/2023 03:19,9,Ya la mejoraron
03/02/2023 03:19,9,es muy intuitiva
03/02/2023 03:14,10,economico
03/02/2023 03:10,10,genial
03/02/2023 03:06,10,PRECIOS
03/02/2023 03:05,10,pagina facil de usar y buenos precios
03/02/2023 03:04,9,Todo muy intuitivo
03/02/2023 03:03,9,FÁCIL HACER RESERVACION
03/02/2023 03:01,9,a
03/02/2023 03:00,9,Amigable
03/02/2023 02:51,10,Rapido y eficiente
03/02/2023 02:40,10,MUY BIEN
03/02/2023 02:40,10,buen servicio
03/02/2023 02:35,10,facilidad y buenos precios
03/02/2023 02:35,10,rapido
03/02/2023 02:35,10,.
03/02/2023 02:35,10,practico
03/02/2023 02:32,9,muy bien sin problemas
03/02/2023 02:30,9,por lo facil que es
03/02/2023 02:27,9,"todo muy bien muy claro, no como antes. Solo me dio muy poco tiempo para confirmar"
03/02/2023 02:23,9,buenas taarifas
03/02/2023 02:22,10,MUY BN
03/02/2023 02:13,10,Mucho Gracias
03/02/2023 02:03,9,"la plataforma es eficiente y rápida, excelente"
03/02/2023 02:02,10,Sigan siendo la aerolínea mas económica
03/02/2023 01:59,10,MUY FACIL Y RAPIDO
03/02/2023 01:58,10,MUY AGIL Y CLAROS LOS CONCEPTOOS
03/02/2023 01:56,10,se ajusta a las necesidades
03/02/2023 01:55,10,BUEN SERVICIO
03/02/2023 01:55,9,rapido y seguro
03/02/2023 01:52,10,BUEN SERVICIO
03/02/2023 01:50,10,Es muy fàcil de usar
03/02/2023 01:47,10,myu buena
03/02/2023 01:46,10,POR LA FACILIDAD
03/02/2023 01:46,10,Por buenos precios y buen servicio
03/02/2023 01:45,10,por la rapidez para ajendar El vuelo
03/02/2023 01:45,10,Agilidad
03/02/2023 01:44,10,ALGO TARDADO PERO EXCELENTE
03/02/2023 01:39,10,muy chido
03/02/2023 01:36,10,no cancelar vuelos y dejar a tus clientes sin ningun apoyo de alimento y hospedaje
03/02/2023 01:34,9,Porque pude realizar mi reserva y compra sin inconvenientes. La recomendaré si no sufro de cambios en mi vuelo por parte de Vivaerobus.
03/02/2023 01:31,10,Eficiencia y precio
03/02/2023 01:31,9,Fue muy facil hacer las reservas
03/02/2023 01:25,10,MUY BIEN
03/02/2023 01:15,10,Por llevarse a mi primo de aqui!!!
03/02/2023 01:12,10,Facilidad de uso
03/02/2023 01:12,10,Página amigable práctica y eficaz
03/02/2023 01:04,10,Facil y Rapida
03/02/2023 01:03,10,facil y simplemente me gusta
03/02/2023 00:56,10,por su puesto que si
03/02/2023 00:55,10,esta bien
03/02/2023 00:50,10,POR TODO!!!
03/02/2023 00:49,10,BUEN SERVICIO
03/02/2023 00:46,10,FAcil de comprar
03/02/2023 00:44,10,Muy facil y sencillo el proceso de compra.
03/02/2023 00:43,10,amigable navegacion
03/02/2023 00:42,10,"Todo muy practico, gracias."
03/02/2023 00:41,10,por la claridad de sus datos y servicio
03/02/2023 00:36,10,ES RAPIDO Y CONFIABLE
03/02/2023 00:27,10,son rápidos y hay varias opciones de horarios
03/02/2023 00:19,10,fue muy facil hacer todo
03/02/2023 00:17,9,Precios accesibles
03/02/2023 00:15,10,YES EN INGLES
03/02/2023 00:11,10,muy buen servicio
03/02/2023 00:09,10,Muy amigable
03/02/2023 00:08,10,PRECIO
03/02/2023 00:07,9,Muy amigable con el usuario
03/02/2023 00:06,10,bien organizada
03/02/2023 00:05,10,Es facil reservar vuelo en esta pagina
03/02/2023 00:05,9,Datos claros
03/02/2023 00:00,10,Excelente comrntsriod fr psarientes en mty
02/02/2023 23:54,10,Es barato y de buena calidad.
02/02/2023 23:54,10,facil de usar
02/02/2023 23:52,10,BUENOS VUELOS
02/02/2023 23:50,9,facilidad de navegación
02/02/2023 23:48,10,Buenos precios y  buen portal
02/02/2023 23:47,10,EXCELENTE
02/02/2023 23:44,10,es facil de usar
02/02/2023 23:44,10,muy facil de usar
02/02/2023 23:42,10,TODO
02/02/2023 23:41,10,Fácil y rápido
02/02/2023 23:39,10,"Página novedosa, excelente diseño y práctica. El no considerar el TUA desde un inicio te obliga a comprar el boleto sin considerar el verdadero costo eso es molesto."
02/02/2023 23:32,10,MUY FACIL
02/02/2023 23:30,10,muy agil y amigable
02/02/2023 23:30,10,por que tienen buenos precios
02/02/2023 23:29,10,es bueno
02/02/2023 23:22,9,es sencillo hacer una compra / reserva
02/02/2023 23:20,10,MUY RAPIDO TODO
02/02/2023 23:12,10,MUCHAS GRACIAS
02/02/2023 23:09,9,La pagina
02/02/2023 23:06,9,PRECIO
02/02/2023 23:05,10,facil de usar.
02/02/2023 23:03,10,"excelente pagina web y mucho mejor a como estaba hace 3+ años. Lo unico que recomiendo es que dejen pagar con diferentes Monedas de otros paises. Por ejemplo, yo vivo en Canada y me hubiera gustado poder pagar en CAD en vez de USD"
02/02/2023 23:02,10,ME GUSTA VIVAEROBUS
02/02/2023 23:02,10,BUEN SERVICIO
02/02/2023 23:00,10,buen precio calidad
02/02/2023 22:59,9,Muy tardada
02/02/2023 22:56,10,Sencillo e intuitivo
02/02/2023 22:56,10,excelentes precios y la pagina muy completa
02/02/2023 22:53,10,COSTO ECONOMICO
02/02/2023 22:52,10,rapidez
02/02/2023 22:52,10,eficaces y eficientes
02/02/2023 22:47,10,BIEN
02/02/2023 22:46,9,RAPIDA
02/02/2023 22:46,10,ok
02/02/2023 22:44,10,MUY CONFIABLE
02/02/2023 22:43,10,rapidos
02/02/2023 22:43,10,.
02/02/2023 22:41,9,es facil de entender
02/02/2023 22:39,10,todo muy bien
02/02/2023 22:37,10,ES MUY SENCILLO
02/02/2023 22:31,10,MUY AGIL E INTUITIVA
02/02/2023 22:29,10,FACIL Y ECONOMICO
02/02/2023 22:26,10,facil y rapido
02/02/2023 22:23,10,EXCELENTE SERVICIO
02/02/2023 22:22,9,sencilla de acceder
02/02/2023 22:16,10,amo
02/02/2023 22:15,9,Rapido y sin problemas
02/02/2023 22:11,10,Por facilidad en la plataforma y precios bajos
02/02/2023 22:08,10,agil y clara
02/02/2023 22:04,10,muy practica
02/02/2023 21:54,9,POR LA FACILIDAD DE ENCONTRAR LA INFORMACIÓN
02/02/2023 21:51,10,RAPIDEZ
02/02/2023 21:46,9,muy agil
02/02/2023 21:46,9,...
02/02/2023 21:45,9,MUY FACIL DE COMPRAR FELICIDADES!!!
02/02/2023 21:43,10,"por la forma facil de conseguir un vuelo, las diferentes opciones y las tarifas"
02/02/2023 21:43,10,FUE MUY CLARO Y MUY RAPIDO
02/02/2023 21:42,10,exelente
02/02/2023 21:37,10,muy facil de reserva
02/02/2023 21:35,10,todo bien
02/02/2023 21:26,10,NADA MAS
02/02/2023 21:25,10,MUY FACIL DE USAR LA APLICACION
02/02/2023 21:24,9,Muy rapida y Clara
02/02/2023 21:23,10,POR LO ECONOMICO DE LOS VUELOS
02/02/2023 21:22,10,Muy amigable y rapido el menu de opciones
02/02/2023 21:19,10,NO TUVE NINGUN PROBLEMA AL USARLA
02/02/2023 21:17,10,Buen Servicio
02/02/2023 21:16,10,"Es barato y son claros en todo, no roban como volaris."
02/02/2023 21:12,10,Rapido y sencilloa
02/02/2023 21:05,10,BUENA EMPRESA
02/02/2023 21:01,10,Muy agil y sencillo
02/02/2023 21:01,10,por que es clara y fácil hacer la reserva
02/02/2023 20:58,9,No pude seleccionar documentar una sola maleta de uno de los pasajeros
02/02/2023 20:55,10,Facil de usar
02/02/2023 20:48,9,La experiencia del usuario fue muy fácil de seguir.
02/02/2023 20:46,10,GRACIAS
02/02/2023 20:43,9,TODO MUY BIEN
02/02/2023 20:40,10,BUEN PRECIO Y BUEN SERVICIO
02/02/2023 20:27,10,rapido
02/02/2023 20:27,10,Todo bien
02/02/2023 20:27,9,es muy fácil y didáctica
02/02/2023 20:26,10,EFICAZ
02/02/2023 20:24,10,costos economicos
02/02/2023 20:20,10,"MUY BUENA AEROLINEA, MUY PUNTUAL"
02/02/2023 20:17,10,ENTENDIBLE
02/02/2023 20:11,10,Agil y clara
02/02/2023 20:11,10,Da Nada
02/02/2023 20:05,10,GRACIAS
02/02/2023 20:00,10,gracia s
02/02/2023 19:54,10,BUEN PRECIO Y FACILIDAD PARA COMPRAR
02/02/2023 19:49,10,MUY NOBLE LA PAGINA
02/02/2023 19:49,10,PRACTICA
02/02/2023 19:48,10,excelenete servicio
02/02/2023 19:43,10,AMIGABLE EN EL PROCESO Y FÁCIL
02/02/2023 19:43,10,claro y sencillo
02/02/2023 19:35,10,OK
02/02/2023 19:34,9,COMODIDAD
02/02/2023 19:30,10,La navegación dentro de la página es rápida e intuitiva
02/02/2023 19:29,10,AMABLES
02/02/2023 19:26,10,muy clara la infomacion
02/02/2023 19:25,10,MUY FÁCIL Y VISIBLE
02/02/2023 19:23,10,ES PRACTICO!
02/02/2023 19:23,10,MUY FLEXIBLES
02/02/2023 19:22,10,la facilidad y lo economico de los vuelos
02/02/2023 19:20,10,SU GRAN SERVICIO Y COSTO
02/02/2023 19:11,10,ME ENCANTA
02/02/2023 19:06,10,TODOS LOS PASOS SON CLAROS Y FACIL
02/02/2023 19:02,10,precios
02/02/2023 19:00,9,HE VIAJADO POR VIVA Y ME HA GUSTADO.  PERO NO HUBO REGRESO AL  AIFA
02/02/2023 19:00,10,Toda la información muy especifica
02/02/2023 18:58,10,Muy clara en todo.
02/02/2023 18:56,9,"Es facil de realizarlo, muy bien =)"
02/02/2023 18:56,10,TIENEN LOS MEJORES PRECIOS
02/02/2023 18:55,10,si
02/02/2023 18:55,10,Todo muy claro y preciso
02/02/2023 18:55,10,"BUEN PRECIO Y FACIL DE USAR ,MUY BIEN EXPLICADO"
02/02/2023 18:53,10,MUY Amigable
02/02/2023 18:52,10,"FÁCIL, ÁGIL Y RÁPIDA"
02/02/2023 18:52,10,muy bn
02/02/2023 18:46,10,Facil y accesible
02/02/2023 18:40,10,SENCILLO DE USAR
02/02/2023 18:38,10,es muy digerible para usar la pagina y carga muy rápido. La información es muy clara.
02/02/2023 18:33,10,ES MUY CLARA LA INFORMACION
02/02/2023 18:28,10,EXCELENTE
02/02/2023 18:26,10,super ágil y claros los pasos
02/02/2023 18:18,10,Todo ok
02/02/2023 18:18,10,RAPIDEZ Y AMIGABLE
02/02/2023 18:17,10,ES AMIGABLE LA PLATAFORMA
02/02/2023 18:16,10,SERVICIO Y FACILIDAD
02/02/2023 18:16,10,Muy amigable y lo digo con todos mis años de experiencia! Me encantan.
02/02/2023 18:14,9,"ES FACIL, YO SOY PERSONA ADULTA MAYOR Y SE ME FACILITO LA COMPRA"
02/02/2023 18:12,10,Es muy clara al permitir elegir lo que deseas.
02/02/2023 18:09,10,RAPIDEZ
02/02/2023 18:08,10,FACIL DE USAR
02/02/2023 18:07,9,GRACIAS
02/02/2023 18:01,10,Es facil de navegar
02/02/2023 17:59,10,Bastante efectiva su página!
02/02/2023 17:55,9,por precio
02/02/2023 17:54,10,POR LO ECONOMICO QUE TIENEN LOS VUELOS
02/02/2023 17:53,9,EXCELENTES PRECIOS
02/02/2023 17:52,10,SU PAGINA ES FACIL. ADEMAS DE QUE SE PUEDEN HACER CAMBIOS SIN PENALIZACION. Y NORMALMENTE SUS VUELOS SALEN A TIEMPO
02/02/2023 17:51,10,precios accesibles
02/02/2023 17:50,10,"EXCELENTE PLATAFORMA VIRTUAL , BUENA EXPERIENCIA DE USUARIO"
02/02/2023 17:50,10,BUEN SERVICIO
02/02/2023 17:48,9,FUE FACIL LA COMPRA
02/02/2023 17:42,10,TODO MUY BIEN
02/02/2023 17:38,10,ESTA ACCESIBLE
02/02/2023 17:38,10,"ES FACIL,    RAPIDO ,  SENCILLO"
02/02/2023 17:38,10,MUY FACIL DE USAR LA PAGINA
02/02/2023 17:33,9,buenos precios y facilidad de reservación
02/02/2023 17:31,9,Aerolinea justa en precios y requerimientos a lo que espero...
02/02/2023 17:30,9,PROMETEN UN PRECIO DE 599 Y AL FINAL TERMINAS PAGANDO 1800.
02/02/2023 17:30,10,Fantastic service!
02/02/2023 17:29,10,"La página es muy amigable, y me encanta que tengan el servicio de multidestinoEspero que sea un vuelo seguro y con muy buen servicio :)"
02/02/2023 17:28,10,Es práctico y rápido.
02/02/2023 17:24,10,excelentes
02/02/2023 17:23,9,TODO EXCELENTE.. MEJORE PRECIOS POR FA
02/02/2023 17:21,10,Eficacia
02/02/2023 17:17,9,lentitud
02/02/2023 17:15,10,muy amigable
02/02/2023 17:13,9,fácil uso
02/02/2023 17:13,10,ES PRACTICA
02/02/2023 17:12,9,facil usar
02/02/2023 17:09,9,Gracias.
02/02/2023 17:03,9,explica muy bien todo
02/02/2023 17:03,10,"Buenos precios, excelente velocidad, facilidad para navegar."
02/02/2023 17:01,10,Todo muy fácil!
02/02/2023 16:57,10,se me hizo facil comprar los boletos
02/02/2023 16:49,10,Facil de buscar vuelos
02/02/2023 16:49,10,Porque todo fue excelente
02/02/2023 16:48,10,excelente sitio web
02/02/2023 16:45,10,"Es muy amigable, facil de usar y entendible"
02/02/2023 16:40,10,exelente servicio
02/02/2023 16:39,10,*
02/02/2023 16:31,10,esta muy practica de usar la pagina
02/02/2023 16:31,9,no es muy claro lo de los meses sin intereses
02/02/2023 16:30,10,fue muy  facil hacer el seguimiento de mi compra
02/02/2023 16:29,10,porqeu es muy facil de usar
02/02/2023 16:22,10,Excelente servico
02/02/2023 16:18,10,Por su aplicación sencilla y rápida para una persona de tercera edad manejar
02/02/2023 16:15,10,Excelente Servicio
02/02/2023 16:10,9,muy buen servicio
02/02/2023 16:09,10,MUY RAPIDA PARA ESCOGER LOS HORARIOS DEL VUELO
02/02/2023 16:09,10,facil
02/02/2023 16:08,10,"INTUITIVA, EL PROCESO DE RESERVA ES RAPIDO Y LOS METODOS DE PAGO MUY COMPLETOS"
02/02/2023 16:07,10,Me encanta Vivaaerobus por sus precios accesibles y ademas que es muy rapido y seguro hacer la compra.
02/02/2023 16:04,9,es muy facil y encuentro todo lo que necesito de inmediato
02/02/2023 16:00,10,BUENOS AVIONES
02/02/2023 15:59,10,BYUENA ATENCION
02/02/2023 15:47,10,precios accesibles
02/02/2023 15:39,10,"Muy ágil , muy rápida y fácil de entender y usar"
02/02/2023 15:36,10,FACIL Y  RAPIDO
02/02/2023 15:34,10,Muy fácil de navegar
02/02/2023 15:32,9,"BUenos precios, mejora de multidestino"
02/02/2023 15:32,9,todo bien...solo su tarifa de seleccion de asientos es carisima!!
02/02/2023 15:31,10,Muy amigable
02/02/2023 15:23,9,Es facil de entender
02/02/2023 15:23,9,ES FACIL DE USAR
02/02/2023 15:20,10,Muy eficiente el servicio y a buen precio
02/02/2023 15:14,10,:P
02/02/2023 15:06,10,siento que es seguro facil y rapido
02/02/2023 15:06,10,su servicio en linea es eficiente
02/02/2023 15:01,10,Facilidad para reservar
02/02/2023 14:46,10,BUENA INFORMACION
02/02/2023 14:45,10,los precios son buenos y el proceso en el website es facil
02/02/2023 14:33,10,TODO ESTUVO BIEN
02/02/2023 14:23,10,BUENA
02/02/2023 14:14,9,POR  SER  SENCILLA   .
02/02/2023 14:04,9,fácil uso
02/02/2023 11:23,10,es buena
02/02/2023 10:27,9,facil  y practica
02/02/2023 10:02,10,Le ganaron a Volaris esta vez!
02/02/2023 09:44,10,excelente aplicacion y muy facil
02/02/2023 07:14,10,muy facil la pagina
02/02/2023 07:12,10,MUY AMIGABLE LA PAGINA
02/02/2023 07:11,10,Rapidez
02/02/2023 07:10,10,.
02/02/2023 07:05,9,Rapido la copmpra y precio
02/02/2023 06:55,10,"Muy amigable, buenos precios"
02/02/2023 06:47,10,Fluidez en el sistema y precios accesibles
02/02/2023 06:42,9,-
02/02/2023 06:37,10,excelente servicio
02/02/2023 06:35,10,Estuvo facil
02/02/2023 06:30,10,MUY SENCILLOS LOS PASOS A SEGUIR
02/02/2023 06:21,10,por puntuales
02/02/2023 06:17,10,FACILIDAD
02/02/2023 06:10,9,muy bien
02/02/2023 06:09,10,es practica y sencilla
02/02/2023 05:58,10,BUEN SERVICIO
02/02/2023 05:47,9,Todo bien
02/02/2023 05:45,10,Informacion es clara y entendible.
02/02/2023 05:38,10,todo fue facil y rapido
02/02/2023 05:37,10,EXCELENTE SERVICIO
02/02/2023 05:31,10,EXCELENTE SERVICIO
02/02/2023 05:31,10,EN ESTA COMPRA OBTUVE BUEN PRECIO Y POCO TIEMPO DE VUELO TOTAL
02/02/2023 05:12,9,FUNCIONA
02/02/2023 05:12,9,ES RAPIDA
02/02/2023 05:09,10,Buen servicio
02/02/2023 05:06,10,por buen servicio
02/02/2023 05:06,10,.
02/02/2023 05:03,10,o
02/02/2023 05:02,10,porque ya hay vuelo directo a California. Deberian viajar mas frecuente
02/02/2023 04:51,10,Todo es facil y bien explicado
02/02/2023 04:43,10,muy bien
02/02/2023 04:36,10,ME GUSTO
02/02/2023 04:33,10,El proceso fue sencillo
02/02/2023 04:32,9,Precios baratos.
02/02/2023 04:27,10,"Me parece un buen servicio, bastante ajustable a tu economía, entonces, me pareció adecuado el agotar esta opción, recomendado."
02/02/2023 04:26,9,ya es mucho mas agil
02/02/2023 04:26,9,Algo lento
02/02/2023 04:25,9,PORQUE HA MEJORADO MUCHO
02/02/2023 04:23,9,vuelos baratos y buenos. El Xiaomi de los vuelos. Calidad/Precio
02/02/2023 04:22,10,EFECTIVIDAD
02/02/2023 04:20,10,facil de mover
02/02/2023 04:19,10,permite multiples opciones de compra en complementos a necesitar
02/02/2023 04:17,9,Muy fácil de encontrar los vuelos
02/02/2023 04:16,10,"es muy fácil de usar, entender y comprar"
02/02/2023 04:08,10,EXCELNETE PAGINA
02/02/2023 04:04,9,Por su precio accesible
02/02/2023 04:04,10,MUY FACIL DE NAVEGAR EN WEBSITE
02/02/2023 04:03,10,Muy amigable
02/02/2023 04:03,10,Gracias
02/02/2023 03:58,10,Excelente Servicio
02/02/2023 03:58,10,Me encantan los precios
02/02/2023 03:41,10,Muy fácil e intuitiva y ágil al cargar
02/02/2023 03:40,9,muy facil de navegar
02/02/2023 03:35,9,fue rapido el proceso de compra
02/02/2023 03:30,10,Página muy intuitiva
02/02/2023 03:29,10,buena compañia
02/02/2023 03:27,10,Por que si
02/02/2023 03:26,10,FACIL DE NAVEGAR
