Date,nps,ComoMejorar
28/02/2023 22:41,10,La pagina web es muy amigable
28/02/2023 22:24,10,muy fácil
28/02/2023 21:53,10,por la facilidad de hacer el cambio
28/02/2023 21:50,10,facilidad
28/02/2023 21:41,10,Eficacia
28/02/2023 21:32,10,AGILIDAD EN TRAMITE
28/02/2023 21:31,10,ESTA MUY SENCILLO Y CLARO EL USO DE LA PAGINA Y LA APP. GRACIAS
28/02/2023 20:56,9,RAPIDEZ
28/02/2023 20:51,10,TARIFAS MUY BARATAS
28/02/2023 20:29,9,Bien
28/02/2023 20:29,10,POR QUE SOLUCIONAN RAPIDO TODO
28/02/2023 20:28,10,buen servicio
28/02/2023 20:24,10,POR ACCESIBLE
28/02/2023 20:14,9,Por facilidad de compra
28/02/2023 19:59,10,Rapido y seguro
28/02/2023 19:48,10,servicio rápido
28/02/2023 19:35,10,POR RAPIDES EN EL SERVICIO
28/02/2023 19:29,10,Buen servicio
28/02/2023 19:11,9,Buena plataforma
28/02/2023 19:01,10,buen servicio
28/02/2023 18:59,9,Rapidez y sencillez
28/02/2023 18:46,10,Eficiencia
28/02/2023 18:38,10,fluido y facil
28/02/2023 18:34,10,TUVE UN ERROR A LA HORA DE RESERVAR. Y PUDE SOLUCIONARLO (PAGANDO UN EXTRA) DE MANERA RÁPIDA Y SENCILLA
28/02/2023 18:28,10,En lo que hemos viajado con Vivaarobus hemos tenido buenas experiencias.
28/02/2023 18:02,9,Facil acceso a cambios en linea
28/02/2023 17:53,10,hice los cambios y compras de inmediato en tiempo real con mucha facilidad y claridad
28/02/2023 17:40,10,SERVICIO
28/02/2023 17:39,10,por baratos
28/02/2023 17:24,9,FACIL DE HACER
28/02/2023 17:13,10,FACIL Y BARATO
28/02/2023 16:54,10,FACIL Y RAPIDO
28/02/2023 16:29,10,EXCELENTE
28/02/2023 16:24,10,Es intuitivo
28/02/2023 16:16,10,EXCELENTE
28/02/2023 16:07,10,lo sencillo q es su tramite
28/02/2023 15:41,10,MUY SENCILLO HACERLO
28/02/2023 15:39,10,Muy intuitivo el sistema
28/02/2023 14:30,10,Es muy amigable la plataforma
28/02/2023 12:25,10,todo funciona bien
28/02/2023 07:54,9,ES UNA BUENA COMPAÑIA
28/02/2023 07:15,9,MAS USUAL
28/02/2023 06:43,9,rapidos y buen servicio
28/02/2023 05:56,9,.
28/02/2023 05:35,10,SON BUENOS
28/02/2023 05:26,10,Sencillez y Rapidez
28/02/2023 05:24,10,han mejorado y mantenido buen servicio al cliente
28/02/2023 04:26,10,Fácil y rápido
28/02/2023 04:21,10,"ES MUY AMIGABLE, MUY FACIL DE ENTENDER, FELICIDADES"
28/02/2023 02:57,10,excelente
28/02/2023 02:49,9,ES FACIL ADMINISTRAR LA RESERVACION
28/02/2023 02:45,10,Facil de ejecutar
28/02/2023 02:40,10,por que es facil de usar
28/02/2023 01:36,10,son los mejores
28/02/2023 01:23,10,amigables
28/02/2023 01:09,10,BUENA ATENCION
28/02/2023 00:58,10,FUE FACIL HACER LA OPERACION
28/02/2023 00:41,10,Por la facilidad de utilizarla
28/02/2023 00:35,10,facilidad
28/02/2023 00:31,10,porque las líneas se saturan y de esta forma se gana tiempo
28/02/2023 00:12,10,es rapido y clar
28/02/2023 00:10,10,Excelente servicio
27/02/2023 23:08,9,precios
27/02/2023 23:07,10,RAPIDEZ
27/02/2023 23:04,10,SON EXCELENTES
27/02/2023 23:01,10,juan Gonzalez dio muy buena atencion
27/02/2023 22:53,10,FACIL DE USAR
27/02/2023 22:17,10,Muy buena Pagina y muy facil de hacer
27/02/2023 22:09,10,ESTA INCREIBLE SU GESTION DE CAMBIOS
27/02/2023 21:42,10,muy amigable
27/02/2023 20:35,9,Facilidad
27/02/2023 20:28,9,BUENA PLATAFORMA
27/02/2023 19:45,10,MUY FÁCIL Y RÁPIDO
27/02/2023 19:41,10,"Está fácil y rápido, muy intuitivo"
27/02/2023 19:37,10,Por lo facil de su aplicacion
27/02/2023 19:37,10,Es muy práctica la página
27/02/2023 19:31,10,"Me pareció ágil , fácil y practico"
27/02/2023 19:29,10,excelente
27/02/2023 18:49,10,MUY PRACTICO
27/02/2023 18:43,10,por que son la mejor opcion
27/02/2023 18:36,10,VERY GOOD
27/02/2023 18:26,10,me gusta
27/02/2023 18:15,9,NO SABIA QUE COBRAN POR CAMBIO DE VUELO.
27/02/2023 17:19,10,facil y rapido
27/02/2023 16:46,10,ES MAS RAPIDO
27/02/2023 16:40,10,VUELOS TRANQUILOS Y BIEN ATENDIDOS
27/02/2023 16:30,9,"Es muy sencillo llevar a cabo el cambio de itinerario y visiblemente más económico que hacerlo vía telefónica; sin embargo, me quedo con la preocupación de si en unos días me requerirán el pago del TUA, el cual ya pagué en mi compra original. Y digo esto porque ya me pasó en una ocasión: tuve que pagar dos veces este impuesto, por lo que, en mis últimos cambios, he preferido realizarlos por teléfono. Espero nada raro suceda en esta ocasión."
27/02/2023 16:10,9,ES BUENO EL SEPARARLOS
27/02/2023 16:01,10,MUCHO MEJOR QUE POR TELEFONO. :)
27/02/2023 15:33,10,facil
27/02/2023 13:47,9,muy facil y rapido
27/02/2023 12:50,10,muy buen precio
27/02/2023 07:06,9,es bueno
27/02/2023 04:27,9,Fue sencillo hacer el cambio
27/02/2023 04:16,10,muy fácil y eficiente
27/02/2023 04:05,9,rapidez
27/02/2023 04:04,9,"sencillo y rápido, unicamente comento que para pago con tarjeta es el unico portal que sigue pididendo diomicilio de casa, lo cual ya no tiene caso"
27/02/2023 03:51,10,pagina sencilla de utilizar
27/02/2023 03:44,10,"Todo muy facil, sin batallar"
27/02/2023 01:54,10,PAGINA WEB MUY AMIGABLE
27/02/2023 01:50,10,siempre es muy flexible para hacer las modificaciones
27/02/2023 01:42,10,no cobrar por el cambio de reservación
27/02/2023 01:37,10,Muchas gracias
27/02/2023 00:16,10,"fue muy facil, y es mi primera vez haciendo este tramite"
27/02/2023 00:05,10,bueno
26/02/2023 23:59,10,MENOS RETRASOS EN VUELOS
26/02/2023 23:34,10,"ES MUY EFICAZ, CLARO Y RAPISO Y SEGURO"
26/02/2023 23:26,10,Excelente servicios y atención
26/02/2023 22:50,10,es muy amigabler
26/02/2023 22:34,10,NA
26/02/2023 22:05,10,Manejan precios económicos y la navegación del sitio web es muy fácil y práctico
26/02/2023 21:54,10,Muy buen servicio
26/02/2023 21:23,10,El Presio es accesible
26/02/2023 20:55,10,Fue un proceso facil y rapido
26/02/2023 20:33,10,pasos faciles de seguir
26/02/2023 20:30,9,Felicidades
26/02/2023 20:06,10,ES AMIGABLE LA PAGINA WEB
26/02/2023 20:04,10,EXCELENTE SERVICIO
26/02/2023 19:45,10,barato
26/02/2023 19:27,10,es la mejor opción
26/02/2023 18:55,10,viaja con lo que necesitas
26/02/2023 18:13,9,Practicidad
26/02/2023 18:12,10,Muy flexible y cómodo el proceso
26/02/2023 17:44,10,Son eficientes
26/02/2023 17:11,10,buen servicio
26/02/2023 16:35,10,Muy facil hacer el check inn
26/02/2023 15:26,9,es amigable
26/02/2023 14:33,9,SI
26/02/2023 06:35,9,El proceso es agil y practico
26/02/2023 06:01,10,Fue muy fácil hacer el cambio de vuelo.
26/02/2023 05:18,10,Variedad de tarifas y flexibilidad en cambios
26/02/2023 03:13,10,bien
26/02/2023 03:10,10,rapido y facil
26/02/2023 02:43,10,Son exelentes atendiendo gente y sus precios
26/02/2023 02:36,9,BUENAS OPCONES
26/02/2023 00:09,10,Muy fácil!
25/02/2023 22:22,10,BUEN SERVICIO
25/02/2023 20:13,10,Gracias
25/02/2023 18:58,10,muy facil sitio web
25/02/2023 18:53,10,Muchas opciones
25/02/2023 18:16,10,TRAMITES ACCESIBLES
25/02/2023 18:07,10,Facil y rapido
25/02/2023 17:47,10,EFICIACIA
25/02/2023 17:21,9,"fue fácil, aunque podría ser mejor, en despegar.com decía que no podia hacer cambios, gracias a Dios insisto en su pagina y lo logre."
25/02/2023 16:10,10,ES MUY FACIL RESERVAR
25/02/2023 16:04,10,Rapido
25/02/2023 15:58,10,oo
25/02/2023 15:28,10,"Excelente diseño de pagina, muy intuitivo"
25/02/2023 06:50,9,facil de usar
25/02/2023 05:57,10,Facilidad en el uso de la página electrónica
25/02/2023 04:55,10,.
25/02/2023 04:54,10,Super
25/02/2023 04:13,10,muy buena
25/02/2023 03:08,10,POR RAPIDEZ EN LA COMPRA
25/02/2023 03:08,10,"FACIL Y COMODA DE USAR, SIN TENER QUE ESTAR ESPERANDO MIL HORAS EN EL TELEFONO CON ALGUN OPERADOR INEFICIENTE"
25/02/2023 03:06,10,FACILIDAD DE CAMBIOS
25/02/2023 03:02,10,Excelente
25/02/2023 02:49,10,genilaes
25/02/2023 01:15,10,Muy practico
25/02/2023 00:55,9,Es bastante amigable el sistema
25/02/2023 00:40,9,Buen Servicio
25/02/2023 00:10,10,Facilidad para volar en familia
24/02/2023 23:46,10,MUY FACIL TODO
24/02/2023 23:21,10,resolvi mi problema pero ODIO que vivaaerobus cambie los vuelos sin previo aviso
24/02/2023 23:02,10,FACIL Y RAPIDO
24/02/2023 22:48,10,Muy fácil y buenas tarifas
24/02/2023 22:47,10,primara ves
24/02/2023 22:14,10,Gracias
24/02/2023 22:14,9,x
24/02/2023 22:09,10,excelente servicio  felicidades
24/02/2023 21:20,10,muy bien n
24/02/2023 21:06,10,MUY RÁPIDO Y CLARO
24/02/2023 21:03,9,flexibilidad
24/02/2023 20:06,10,MUY AMIGABLE SU PAGINA
24/02/2023 20:00,10,Facilisimo!!!1
24/02/2023 19:39,10,muy buen servicio. Gracias
24/02/2023 19:26,10,bien
24/02/2023 19:22,10,Calidad y servicio
24/02/2023 19:11,10,si
24/02/2023 19:08,10,web muy intuitiva
24/02/2023 18:56,10,facil de documentar
24/02/2023 18:31,10,HASTA AHORTA EXCELENTE SERVICIO
24/02/2023 18:26,10,EXCELENTE SERVICIO
24/02/2023 17:41,10,FACIL Y RAPIDO EL SERVICIO
24/02/2023 17:28,10,pAGINA MUY ACCESIBLE
24/02/2023 17:07,9,Buena pagina web
24/02/2023 17:01,9,Muy amigable la página
24/02/2023 17:01,10,buen servicio
24/02/2023 16:50,10,FUE MUY SENCILLO HACER CAMBIO DE VUELO
24/02/2023 16:36,10,muy buena
24/02/2023 16:35,10,exelente servicio
24/02/2023 15:21,10,si
24/02/2023 15:15,10,practico
24/02/2023 14:49,10,BUEN SERVICIO
24/02/2023 14:42,10,TODO EXCELENTE
24/02/2023 13:51,10,ES MUY RÁPIDO Y SENCILLO HACER LA RESERVACION
24/02/2023 13:22,10,Es muy claro y sencillo
24/02/2023 08:28,10,Accesibilidad
24/02/2023 07:58,10,BUENA AEROLINEA
24/02/2023 06:33,10,Fácil y sencillo
24/02/2023 05:03,9,buena atencion
24/02/2023 04:30,10,POR QUE ME SIENTO A GUSTO VOLAR CON UDS
24/02/2023 04:09,10,PRACTICO
24/02/2023 03:36,10,ES UN SISTEMA AMIGABLE
24/02/2023 03:24,10,Excelente solo que no pude pagar a meses
24/02/2023 03:09,10,ES MUY SENCILLO
24/02/2023 02:51,9,FACIL GESTIONAR CAMBIOS
24/02/2023 02:37,9,todo bien
24/02/2023 02:19,10,son muy eficientes
24/02/2023 02:11,10,"excelente el cambio de vuelo, simplemente felicidades"
24/02/2023 01:37,10,me encanto poder cambiar mi vuelo facilmente
24/02/2023 01:35,9,"Facil, solamente que no aparecia Mexico"
24/02/2023 01:20,9,para no salir al trádfico o perder tiempo
24/02/2023 00:52,10,Facilidad
24/02/2023 00:13,10,SUPER FACIL
24/02/2023 00:06,10,Muy rapida
23/02/2023 23:45,9,PAGINA MUY AMIGABLE Y FACIL ACCESO.
23/02/2023 23:42,10,rápido y fácil
23/02/2023 22:48,10,Fácil acceso e información clara
23/02/2023 22:38,10,Por
23/02/2023 22:24,10,FÁCIL Y RÁPIDO
23/02/2023 21:54,10,Agil
23/02/2023 21:42,9,Pagina web es muy facil de navegar.
23/02/2023 21:38,10,la verdad esta super ecxelente
23/02/2023 21:07,10,Precios accesibles
23/02/2023 20:39,9,FACIL ACCESO A LA PLATAFORMA
23/02/2023 20:39,9,PORQUE SI RESPETAN LO QUE ESITIPULAN
23/02/2023 20:33,10,la página es muy amigable y no hubo dificultad para realizar los cambios que necesitaba
23/02/2023 20:28,10,muy agil servicio
23/02/2023 20:23,10,EXCELENTE
23/02/2023 20:15,10,servicio excelente y siempre pensando en el cliente
23/02/2023 19:49,10,Servicio satisfactorio hasta el momento
23/02/2023 19:27,10,"NO HE TENIDO PROBLEMAS AL HACERLO, ADEMAS ESTA MUY ENTENDIBLE."
23/02/2023 19:27,10,Excelente servicio
23/02/2023 19:02,10,DATOS CLAROS
23/02/2023 18:30,10,rapido y amigable
23/02/2023 18:29,10,muy facil
23/02/2023 18:28,10,"RAPIDO, MAS ECONOMICO QUE POR TELEFONO"
23/02/2023 18:07,10,Rapido y Facil
23/02/2023 17:52,10,Fácil y rápida
23/02/2023 17:35,10,BUENO
23/02/2023 17:23,10,Todo fue sencillo y rápido
23/02/2023 17:15,10,wfsdg
23/02/2023 17:03,9,El proceso ha sido muy facil.  Gracias!
23/02/2023 16:56,10,todo miuy bien
23/02/2023 16:38,10,Por que la plataforma es facil de utilizar y sencilla
23/02/2023 16:27,10,BUENA EXPERENCIA EN RESERVA
23/02/2023 16:11,10,PADRISIMA
23/02/2023 15:33,10,PORQUE ME PARECE MUY BUENO
23/02/2023 14:58,10,ES RAPIDO
23/02/2023 14:25,10,Siempre he tinido muy buena experiencia en mis vuelos.
23/02/2023 13:48,10,TODO CLARO
23/02/2023 13:46,10,Sistema eficiente
23/02/2023 05:23,10,SITIO MUY AMIGABLE
23/02/2023 05:10,10,SON MUY CLAROS EN LOS CARGOS Y PRECIOS
23/02/2023 05:09,10,es sencillo
23/02/2023 04:58,10,ME GUSTA
23/02/2023 04:10,10,Es excelente que se pueda modificar todo previo al vuelo
23/02/2023 03:42,10,servicio r]apido
23/02/2023 03:27,10,muy facil y rapido
23/02/2023 03:22,9,facil
23/02/2023 03:02,10,"excelente diseño de pagina, muy intuitivo y amigable para el usuario"
23/02/2023 02:10,9,POR PRECIO
23/02/2023 01:54,10,PRACTICO
23/02/2023 01:45,10,Facilidad de reservar y poagar
23/02/2023 01:38,10,SENCILLO EL PROCEDIMIENTO
23/02/2023 01:11,10,Muy bien
23/02/2023 01:11,10,Excelente
23/02/2023 01:11,10,SON MUY BUENOS
23/02/2023 01:04,10,Rapidez y practicidad
23/02/2023 00:55,10,es muy rapido
23/02/2023 00:36,9,FACIL DE HACER RESERCACIONES
22/02/2023 23:45,10,RAPIDO
22/02/2023 22:56,10,Buena Onda
22/02/2023 22:53,10,eficacia
22/02/2023 22:17,10,"Me fue muy facil cambiar el nombre del pasajero, lo escribi mal por error :("
22/02/2023 22:12,10,VASA
22/02/2023 22:00,10,MUY SENCILLO TODO
22/02/2023 21:54,10,MUY PRACTICO
22/02/2023 21:41,10,no se
22/02/2023 21:39,10,ME GUSTA VIAJAR EN ESTA AEROLINEA
22/02/2023 21:32,10,La rapidez y amigable del procedimiento
22/02/2023 19:53,10,Es muy fácil y accecible hacerlo
22/02/2023 19:43,10,Por eficientes
22/02/2023 19:38,9,facilidad de la plataforma
22/02/2023 19:33,9,Por ser sencilla
22/02/2023 19:22,10,RAPIDEZ
22/02/2023 19:14,10,EXCELENTE SERVICIO
22/02/2023 19:04,10,Funciona muy bien la página web
22/02/2023 18:57,10,Todo muy facil y rapido
22/02/2023 18:53,9,Simple y rapido
22/02/2023 18:52,10,Muy claro y eficiente
22/02/2023 18:35,10,Muy buena
22/02/2023 18:26,10,RAPIDO
22/02/2023 18:25,9,PRECIO
22/02/2023 18:12,10,SENCILLO RAPIDO PRACTICO ACCESIBLE PARA HACER CAMBIOS TODO ME GUSTO
22/02/2023 17:47,10,Buena plataforma
22/02/2023 17:45,9,FUE RAPIDO
22/02/2023 17:40,10,si
22/02/2023 16:52,9,EXCELENTE SERVICIO RAPIDO
22/02/2023 16:52,10,MUY BUEN SERVICIO
22/02/2023 15:43,10,TODO GENIAL
22/02/2023 15:31,10,Por practica y segura.
22/02/2023 15:09,9,gracias
22/02/2023 14:32,9,ha sido facil el proceso de cambio
22/02/2023 13:59,10,ESTAN EN BUEN PRECIO Y ES BUEN SERVICIO Y SALEN EN TIEMPO
22/02/2023 13:18,10,por su servicio
22/02/2023 07:52,10,MUCHAS GRACIAS
22/02/2023 05:33,10,RAPIDO
22/02/2023 05:22,9,BUEN PRECIO
22/02/2023 04:23,9,"practico ,economico"
22/02/2023 04:03,10,Excelente servicio!!!
22/02/2023 04:01,10,muy sencillo e intuitivo el website
22/02/2023 03:54,10,POR US
22/02/2023 03:50,10,Nomas
22/02/2023 03:36,10,buen servicio
22/02/2023 03:06,9,sitio fácil
22/02/2023 02:52,10,excelente servicio
22/02/2023 02:22,10,si
22/02/2023 02:12,9,porque tienen el sistema mas sencillo de operary eso es muy bueno
22/02/2023 02:02,10,"No he tenido contratiempos, espero continuar igual"
22/02/2023 01:47,9,han mejorado bastante
22/02/2023 01:09,10,El servicio fue muy rápido y claro!
22/02/2023 00:58,9,por su facilidad
22/02/2023 00:35,10,Gracias
22/02/2023 00:13,9,Cambio de vuelos gratuitos y flexibilidad
21/02/2023 23:37,10,POR LA PACIENCIA
21/02/2023 23:28,10,MUY RAPIDO Y EFICIENTE
21/02/2023 23:25,10,ES FACIL REALIZAR MODIFICACIONES Y HACER CHECKIN
21/02/2023 23:23,10,PROGRAMA AMIGABLE!
21/02/2023 23:12,10,PRACTICO
21/02/2023 22:55,10,Excelente servicio
21/02/2023 22:53,10,muy eficaz
21/02/2023 22:46,10,Facilidad y aparente seguridad
21/02/2023 22:22,10,facilidad de procesar reservaciones
21/02/2023 22:22,10,exceltne atencion en linea
21/02/2023 21:52,10,La página es muy intuitiva
21/02/2023 21:27,10,EXCELENTE TODO
21/02/2023 21:26,10,muy buenos
21/02/2023 21:24,10,porque es muy fácil hacerlo
21/02/2023 21:12,9,ME ENCANTA
21/02/2023 20:53,9,"Buen servicio, intuitivo"
21/02/2023 20:33,10,RAPIDO
21/02/2023 20:25,10,"precio, página amigable y fácil hacer cambios y reservaciones"
21/02/2023 20:12,10,MUY EFICIENTE SERVICIO Y RAPIDO
21/02/2023 19:31,9,Suficiente flexibilidad para realizar la actualización del vuelo
21/02/2023 19:30,9,es agil
21/02/2023 19:29,10,MUY SENCILLO
21/02/2023 19:26,9,"Cada vez mejoran en los procesos, sigan mejorando, falta, pero vamos"
21/02/2023 19:25,10,BUENOS PRECIOS
21/02/2023 19:22,10,BUENOS PRECIOS
21/02/2023 19:19,9,Han mejorado mucho
21/02/2023 19:00,10,l
21/02/2023 18:47,10,muy clara y facil de manejar el proceso
21/02/2023 18:45,10,Facilidad y rapidez
21/02/2023 18:37,10,dan claridad en los procedimientos
21/02/2023 18:14,9,Por buenos
21/02/2023 17:56,10,Servicio conveniente y eficaz
21/02/2023 17:56,10,BUENA OPCIONES DE CAMBIO
21/02/2023 17:18,9,Muy facil el cambio de itinerario
21/02/2023 16:59,10,Muy agil y sencillo.
21/02/2023 16:43,10,Ágil y eficiente...
21/02/2023 16:38,10,todo muy agil
21/02/2023 16:32,10,jb_toystory@hotmail.com
21/02/2023 16:23,9,Es amigable la plataforma
21/02/2023 16:14,10,BUEN SERVICIO
21/02/2023 16:00,10,Porque es muy facil de manejar
21/02/2023 15:20,10,Amigable
21/02/2023 15:15,10,Rapido y facil
21/02/2023 14:48,10,facilidad
21/02/2023 14:43,10,Por ser amigable el programa de cambios
21/02/2023 14:34,10,fácil de usar
21/02/2023 09:45,10,MAGNIFICO SERVICIO!!!!!!!!!!
21/02/2023 07:41,10,Los mejores aviones
21/02/2023 06:47,10,"SON MUY EFICACES Y AMABLES, SIEMPRE TENGO UNA BUENA EXPERIENCIA VOLANDO CON USTEDES"
21/02/2023 06:47,10,La facilidad con la que se puede hacer en línea y el excelente servicio humano que tienen cuando se tiene que llamar.
21/02/2023 05:16,10,Son muy eficientes
21/02/2023 04:40,9,buena plataforma
21/02/2023 04:36,9,Tuve problemas al realizar el pago
21/02/2023 04:11,10,EXCELENTE EXCELENTE
21/02/2023 03:53,10,"Super, de mucha ayuda, muchísimas gracias!"
21/02/2023 03:22,10,super facil y amigable
21/02/2023 03:06,10,FACILIDAD
21/02/2023 02:55,10,si
21/02/2023 02:53,9,Practico y facil
21/02/2023 02:52,10,Muy confiable
21/02/2023 02:28,10,ES FACIL Y RAPIDO
21/02/2023 02:28,10,"Sencillo, rápido y seguro"
21/02/2023 01:44,10,EN RAZÓN DE LA ATENCIÓN PRONTA.
21/02/2023 00:51,10,TODO RAPIDO FACIL MUY SATISFECHA
21/02/2023 00:36,10,fácil acceso a las opciones
21/02/2023 00:24,10,Eficientes
21/02/2023 00:18,10,MUY ACCESIBLES CON SU MANERA DE OPERAR
20/02/2023 23:54,10,Excelente servicio
20/02/2023 23:39,10,POR SER MUY EFICIENTES
20/02/2023 23:17,10,por la facilidad de escoger de acuerdo a las necesidades
20/02/2023 22:31,10,fue un proceso rapido y sencillo
20/02/2023 21:49,10,POR QUE ES MUY FACIL
20/02/2023 21:43,10,Porque es fácil acceder a los servicios y las indicaciones también son sencillas
20/02/2023 21:32,10,muy facil de realizar este procedimiento
20/02/2023 21:26,10,servicio muy eficiente precios accesibles
20/02/2023 21:25,9,Me costó un poco y me mandan a pago efectiuvo
20/02/2023 21:19,9,PRECIO
20/02/2023 20:54,10,Facil de manejar
20/02/2023 20:54,10,"Por la oportunidad de pagar una reserva y después hacer el pago por lo restante, gracias"
20/02/2023 20:40,10,MUY FACIL Y RAPISO TODO EL PROCESO
20/02/2023 20:29,10,por ser los mejores
20/02/2023 20:28,10,No he batallado
20/02/2023 20:21,10,Por Facilidad
20/02/2023 20:16,10,Buenos precios
20/02/2023 20:11,10,facilidad
20/02/2023 20:11,10,ES MUY FACIL Y RAPIDO Y MAS ECONOMICO
20/02/2023 19:49,10,Es muy practica la pagina
20/02/2023 19:17,10,Eficientes
20/02/2023 19:09,10,buen servicio
20/02/2023 19:02,10,"Simple, rápido y sin ""letra chiquita"""
20/02/2023 18:45,9,no he tenido problemas
20/02/2023 18:43,10,Muy amigable el proceso
20/02/2023 18:35,10,muy sencilla
20/02/2023 18:24,9,EL SITIO ES ACEPTABLE
20/02/2023 17:39,9,Porque en los correos mandan descuentos para el equipaje que luego no aparecen.
20/02/2023 17:19,10,Página muy amigable
20/02/2023 17:10,10,Todo muy fácil
20/02/2023 17:06,10,Excelente servicio
20/02/2023 17:05,9,..
20/02/2023 16:56,9,si
20/02/2023 16:46,10,rapidez
20/02/2023 16:43,10,Nunca he batallado
20/02/2023 15:49,10,todo claro
20/02/2023 14:23,10,LO PRACTICO DE SU SITIO WEB Y LA INFORMACION BIEN DESGLOSADA
20/02/2023 06:28,10,proceso claro y facil
20/02/2023 05:23,10,amigable
20/02/2023 05:22,10,AGILIDAD
20/02/2023 04:06,10,Flexibilidad
20/02/2023 03:17,9,facil compra en linea
20/02/2023 02:51,10,Por eficiente
20/02/2023 02:19,10,Muy facil de usar
20/02/2023 01:59,9,Creo que debería ser más clato en la tarifa del tua
20/02/2023 01:51,10,muy rapido
20/02/2023 01:22,10,BUENA ATENCION AL CLIENTE
20/02/2023 01:22,10,Facilidad de uso
20/02/2023 01:19,10,si
20/02/2023 00:07,10,muy comodo y practico
19/02/2023 23:39,10,Servicio y facilidad de hacerlo
19/02/2023 22:44,10,FACIL Y RAPIDO
19/02/2023 22:33,10,precios
19/02/2023 22:31,10,BENDICIONES
19/02/2023 22:27,10,Sistema muy eficiente
19/02/2023 22:18,10,Muy practico para navegar el website
19/02/2023 22:10,10,Me gusta
19/02/2023 21:58,10,MUY FÁCIL Y RÁPIDO
19/02/2023 21:35,10,MUY SENCILLO
19/02/2023 20:44,10,Excelente servicio
19/02/2023 20:44,10,sencillo y rapido
19/02/2023 19:39,10,.
19/02/2023 18:38,10,"PROCESO MUY AGIL,  Y SENCILLO"
19/02/2023 18:20,10,siempre he tenido excelente experiencia
19/02/2023 17:43,10,Se ajusta a cualquier contra tiempo que tengamos.
19/02/2023 17:11,10,EXCELENTE
19/02/2023 16:19,9,"Es fácil y rápido, está bien identificado lo que quieres hacer"
19/02/2023 16:04,10,es agil e inuitivo
19/02/2023 14:35,9,Es muy conveniente poder pagar el tua posteriormente y asegurar primeramente el vuelo
19/02/2023 14:22,10,VUELOS DIRECTOS
19/02/2023 07:28,10,"por que fue muy facil, y breve el procedimiento, asi como en cuanto al costo de lo solicitado, gracias."
19/02/2023 07:05,10,fue muy ágil la administración de mi reservación
19/02/2023 06:31,10,Puntualidad y excelentes precios
19/02/2023 06:08,10,Excelente compañía
19/02/2023 05:46,9,SENCILLO
19/02/2023 05:14,10,"facil, sencillo y rapido"
19/02/2023 04:11,9,buen servicio pero aveces se complica con tantos pasos para comprar servicios
19/02/2023 04:01,10,RAPIDEZ Y SENCILLEZ
19/02/2023 03:52,10,"May practico,rapido y clraro para hacker cam iOS y reservations, me gusta."
19/02/2023 03:43,9,Muy accesible el sitio y servicio
19/02/2023 01:01,10,porque hay excelentes opciones
19/02/2023 00:59,9,Eficiencia
19/02/2023 00:58,10,"Muy accesible y amigable ,"
19/02/2023 00:50,10,POE QUE NOS LO SOLUCIONA
19/02/2023 00:48,10,SATISFECHO
19/02/2023 00:24,10,facil y rapido
18/02/2023 22:59,10,"FACIL, ACCESIBLE Y COMODO"
18/02/2023 22:06,10,"Fue util poder revisar todas las opciones, varias veces antes de tomar una desicion. Sin que generara problemas o confuciones"
18/02/2023 21:43,9,rapidez
18/02/2023 21:26,10,excelente servicio
18/02/2023 21:17,9,MUY RAPIDO Y EFICAZ
18/02/2023 21:06,10,FACIL COMPRAR
18/02/2023 21:04,10,Es fácil hacerlo
18/02/2023 21:02,10,por el servicio
18/02/2023 20:26,10,Sencillo
18/02/2023 20:03,10,MUY EFICIENTE SERVICIO
18/02/2023 19:30,10,Buen servicio
18/02/2023 19:23,10,la facilidad de adquirir equipaje
18/02/2023 18:17,10,por su buen servicio
18/02/2023 18:07,10,es rapido y comodo
18/02/2023 17:33,10,"Mu buena atención del personal, página web fácil de usar."
18/02/2023 17:28,10,..
18/02/2023 17:12,9,Muy practico y conveniente.
18/02/2023 15:43,10,excelente plataforma
18/02/2023 11:40,9,Facil
18/02/2023 09:26,10,Excelente servicio
18/02/2023 07:39,9,Facil uso
18/02/2023 06:17,10,muy amigable paguna facil de usar
18/02/2023 06:04,10,gracias pr la oportunidad
18/02/2023 05:55,10,todo okey
18/02/2023 05:32,10,buena atención en la pagina web y muy rápido
18/02/2023 04:15,10,EL SISTEMA ES MUY AMIGABLE
18/02/2023 03:34,9,Aviones nuevos.
18/02/2023 03:16,10,sitio sencillo
18/02/2023 02:40,10,muy bueno
18/02/2023 02:28,9,Rapidez
18/02/2023 01:22,9,Buena informacion
18/02/2023 00:43,10,BUENA ATENCIÓN Y FACILIDAD DE ACCESO AL VUELO SELECCIONADO
17/02/2023 23:12,10,Fácil y rápido
17/02/2023 22:55,10,.
17/02/2023 22:50,10,Muy facil y rapido
17/02/2023 22:33,10,"Gracias, todo bien"
17/02/2023 21:18,10,gracias fue muy chido!! me salvaron la vida :)
17/02/2023 20:15,10,RAPIDO
17/02/2023 19:49,10,XZ
17/02/2023 19:49,10,ES SENCILLA LA RESERVACION
17/02/2023 19:38,10,vELOCIDAD
17/02/2023 18:35,10,por lo comodo que es el proceso de resevaciones y cambios asi como lo oportuno de ñps vuelos
17/02/2023 18:30,10,Muy fácil
17/02/2023 18:24,10,Gracias.
17/02/2023 18:21,10,EXCELENCIA
17/02/2023 18:19,9,BIEN
17/02/2023 17:58,10,muy rápido y fácil
