Button name,Rating,Text
Doters,3,.
Desktop New Site,2,"No deja continual con el pago, al tener el total de pagar y aceptar terminos y consdiciones, se detiene el proceso"
Doters,1,no puedo enntrafr a mi cuenta 
Desktop New Site,1,"De verdad comprar un vuelo con ustedes siempre es un horror, cuando no llegan horas tarde, te cambian el horario o cancelan el vuelo y cuando quieres sacar el voucher la página no responde. Estoy demasiado molesta en esta ocasión y esta de verdad ya fue la última vez que compro vuelos en su empresa de porquería"
Desktop New Site,1,candados en mi perfil
Desktop New Site,1,no cambia mi fecha de nacimiento
Desktop New Site,2,Kindly process refund to original form of payment. PNR B82GHC 
Desktop New Site,1,PARA QUE PUBLICAN PROMOCIONES SI NO HAY FORMA DE PAGAR EN EFECTIVO HAY UN LINK DE ATENCION AL CLIENTE QUE RESULTA SER UN CALL CENTER Y LOS BOLETOS CUESTAN EL DOBLE NO SERA QUE LOAS PROMOCIONES SON SOLO GANCHO? PARA QUE AL FINAL TENGA UNO QUE HACER LA COMPRA EN DICHO CALL CENTER
Desktop New Site,1,QUE NO PUEDE SER QUE DURANTE HORAS TRATE CON LOS NUMEROS CORRECTOS DE MI TARJETA DE DEBITO CITY BANAMEX HASTA FUI AL CAJERO A VERIFICAR SALDO EN LA CUENTA Y SU SISTEMA DE VIVA AEROBUS DICE QUE ME ESTOY EQUIVOVCANDO EN ANOTAR LOS DIGITOS DEL FRENTE O LOS DE ATRAS DE MI TARJETA O QUE NO SOY EL TITULAR ENVIO MI CORREO
Desktop New Site,2,Kindly process refund to original form of payment. PNR O9CNWC
Desktop New Site,2,Kindly process refund to original form of payment. PNR BFLDJX
Doters,1,Nunca pude recuperar mi contraseña para poder utilizar mis puntos para comprar nuevos boletos
Desktop New Site,2,Kindly process refund to original form of payment. PNR Z9RSQC 
Doters,1,"No funciona su página, he comprado boletos y nunca me han podido registrar ni el personal de la linea pésimo servicio "
Desktop New Site,1,"Si omito el asiento no me deja continuar, si lo coloco sí."
Desktop New Site,2,tengo la tarjeta HSBC viva y nunca me dio la opcion de meses sin intereses ni me menciona los beneficios
Doters,4,Es un buen servicio 
Desktop New Site,1,se puso automatico  NO QUIERO ESTO ADICIONAL  Y NO LO PUEDO QUITAR
Desktop New Site,2,"Me agregan como servicios adicionales un reembolso total y yo no lo selecciono, como lo quito?"
Desktop New Site,1,porque carga el adicional de reembolso total si yo no lo he elegido
Desktop New Site,1,Yo no seleccioné este servicio
Desktop New Site,1,Porque cobran Servicoios adicionales a la fuerza?
Doters,1,No me deja dar de alta el correo  
Desktop New Site,1,"quitaron el pago en oxxo,  asi no , lástima pues no quiero cargar mas  mi tarjeta de crédito, declino la reservación"
Doters,1,No puede uno darse de alta
Doters,1,"Compré un boleto y no me generó ningun punto y en la compra me decía que me daban 1,200 puntos "
Desktop New Site,2,Kindly process refund to original form of payment. pnr XCHI5G 
Desktop New Site,2,Kindly process refund to original form of payment. PNR OE9GFA
Desktop New Site,1,POR QUE NO ESTA HABILITADA LA OPCION DE VUELO SENCILLO?
Desktop New Site,2,Kindly process refund to original form of payment. PNR JI2KFR
Desktop New Site,2,Kindly process refund to original form of payment. PNR WGBJJK
Desktop New Site,5,es muy noble la pagina!!
Desktop New Site,1,compre el seguro para cambiar los vuelos solo me dejo cambiar un vuelo y el de regreso no me deja. cuando se supone que tenemos disponible 3 cambios  es injusto que uno pague un servicio que no puedo usar. 
Doters,1,"No me gusta que debo anotar la fecha de mi cumpleaños y piden avance hacia atrás mes por mes, año tras año; dando click click click click hasta llegar al 03/noviembre/1964… SUGERENCIA, Cambien que pueda uno escribir el año. "
Doters,1,.
Desktop New Site,2,cada que actualizas la página te sube el precio del viaje jajaja que robo
Doters,1,No deja ingresar die que mi correo es incorrecto o mi usuario
Doters,1,no se puede dar de alta
Desktop New Site,4,MUY PRACTICAS Y FLEXIBLES LAS OPCIONES DE REPROGRMACION DE VUELO
Doters,1,"No puedo acceder a Doters. Olvidé mi contraseña y no me envían un código de recuperación, no por SMS, ni a mi correo. Lo he intentado varias veces. Gracias por su atención"
Desktop New Site,4,Accesibilidad en la página
Desktop New Site,4,ok
Blog,3,
Blog,4,
Blog,4,
Doters,1,No puedo ingresar 
Doters,1,No se envía en código para recuperar la contraseña
Desktop New Site,5,no me despliega el calendario
Doters,4,Informacion de descuentos en ETN
Doters,1,"No acepta la contraseña, la he cambiado y ni así"
Doters,1,No puedo abrir la pagina para mis puntos doters 
Doters,5,Buena atención y muy profesionales los  Conductores 
Desktop New Site,1,llevo horas queriendome comunicar con MAS servicios
Desktop New Site,3,Que es pago de reembolso total ?
Doters,2,nunca mandaron el código
Desktop New Site,1,ME DICE QUE CONTINUE Y ME VUELVE A PONER LA VENTANA EMERGENTE DE QUE MI SESIÓN ESTA A PUNTO DE EXPIRAR.
Desktop New Site,1,a
Desktop New Site,1,Yo pagué todo incluyendo el TUA y ahora que estoy cambiando horario me lo cargan de nuevo y el cobro de el cambio no lo puedo hacer desde la página y debo hacerlo en efectivo
Doters,1,"No quiero registrarme en doters, solo quiero comprar unos boletos de camion y el sisema no melo permite"
Doters,2,Pork no aparecen mis puntos si compre 3 boletos 
Doters,1,No puedo cambiar mi contraseña este sistema es una basura
Doters,1,"No me deja comprar mi boleto, aparte cuando le doy a captar me marca un error 404"
Desktop New Site,1,por qué me esta agregando el servicio de reembolso total? yo no lo pedí
Doters,1,No puedo comprar mi boleto no me deja los puntos 
Doters,1,"sistema muy ineficiente, no se reflejan los puntos doters que e realizado en mis compras "
Desktop New Site,2,"Es una GRAN lastima y pena el viajar en una aerolinea que desde su plataforma en la tarifa SMART solo te permite  documentar para CUBA 1 maleta de 25 kgs. Para llevar mas equipaje hay que morir con las agencias de ciajes las cuales ganan comiciones por sus servicios.  Y no me digan que es por culpa de CUBA, porque CUBA te deja entrar si eres cubano hasta 120 kilos y 1 equipaje de mano. Terrible esto de VIVA, que no permite llevar mas de 25 kilos documentado, y mas para CUBA, que ni pan tienen. Criminal "
Desktop New Site,3,"Viva es una caja de sorpresa, te puede ir bien o te puede ir mal. Ojala mejoraran los servicios de manera general, hubieran menos inconformidades en sus pasajeros"
Desktop New Site,1,Dejen de mandar publicidad que nadie solicitò
Desktop New Site,1,Muy mal que te dicen que puede cambiar un vuelo de fecha y/o de ruta y sale mas caro hacer el cambio de ruta que comprar uel vuelo directo en la pagina..... Te agregan seguros que hacen imposible quitar.
Desktop New Site,1,NO PUEDO METER MI PAGO A MESES 
Doters,2,"Hola Buen día, me gustaría saber donde aplican mis puntos ya que van dos compras de boletos que no se han reflejado en el saldo de puntos, me pueden ayudar con este tema o a saber a donde me dirijo para poder arreglar este error?  Saludos "
Desktop New Site,2,Yo elijo mi contraseña! para iniciar sesion ! ninguna clave acepta ! esto es fatal 
Desktop New Site,1,"No tiene la pagina como pagar para reservar el vuelo, van carias veces que me meto a comprar un vuelo de Cd de Mex a Nvo Laredo y hasta ahi me quedo, no dice como pagues."
Doters,1,"Llevo más de 1 semana intentando utilizar mis puntos Doters para poder comprar un vuelo y no ha sido posible debido a que me marca un ERROR. Llamé a atención a clientes y lo único que me respondieron es que ""ha habido problemas en el sistema y no saben cuando se reestablecerá""."
Doters,1,en dos meses la pagina no permite reestablecer contraseña 
Doters,1,"Cree mi cuenta doters y confirme la cuenta con mi correo pero cuando intento entrar no me acepta el correo, lo marca en rojo y no me dio ningún ID de usuario ni nada, ahora no puedo entrar y aparece que ya existe una cuenta con mi correo."
Desktop New Site,1,"no funcion para sacar el certificado, no se si sea fraude o que pasa, que lastima"
Doters,2,No me dwja ingresar
Desktop New Site,1,No se puede quitar Rembolso total
Desktop New Site,1,"Acabo de cotizar sin vivafan y me salía total 2100 y después de comprar la membresía me sale 500 pesos más, son un fraude"
Doters,4,viajar a df o gto.
Doters,1,"No me permite iniciar sesion me aparece el siguiente mensaje  {""type"":""ERROR"",""action"":""CANCEL"",""message"":""Cannot read property 'first' of null"",""diagnosticInformation"":""\TypeError: Cannot read property 'first' of null\\n    at /var/task/src/oidc/controllers/auth.controller.js:101:64\\n    at Generator.next (<anonymous>)\\n    at fulfilled (/var/task/node_modules/tslib/tslib.js:114:62)\\n    at runMicrotasks (<anonymous>)\\n    at processTicksAndRejections (internal/process/task_queues.js:95:5)\"""""",""""exceptionId"""":null,""""parameters"""":null,""""code"""":""""UNKNOWN_ERROR""""}"""
Desktop New Site,1,ENGLISH PLEASE
Desktop New Site,1,no puede continuar con la generación del certificado electronica por el vuelo cancelado.
Doters,1,"La app es una porquerìa, intentè registrarme con mi correo de toda la vida y me decìa que ya existìa un registro con esa cuenta, cree un correo nuevo para hacer un nuevo registro y ahora me aparece que la contraseña o el correo son incorrectos. En verdad que servicio tan nefasto!!"
Desktop New Site,1,me esta cobrando rembolso total cuando no elegi ese servicio adicional 
Doters,1,"Desde que creé la cuenta no puedo iniciar sesión, he intentado reestablecer contraseña, pensando que quizás la olvide (Estoy seguro que no la tengo olvidada) y nunca me llega codigo verificador ni en Mensaji ni correo"
Doters,3,Sociales
Doters,2,dotters como se cuantos puntos llevo 
Doters,5,mas infirmacion con su personal acerca del programa dotters 
Desktop New Site,5,bien
Desktop New Site,1,
Desktop New Site,4,"hola tengo un inconveniente con mi reserva compre un pasaje de solo ida y quiero uno de ida y venida, como puedo cambiarlo gracias"
Feedback_Nuevo Sitio_VF,1,"No puedo hacer el pago de mi membresía, siempre me dice que estoy utilizando una tarjeta virtual bancomer pero no es el caso"
Doters,1,no pude darme de alta no sirve
Doters,1,nunca puedo entrar con dooters
Desktop New Site,1,1x Reembolso Total no puedo quitar esa opcion
Doters,1,"No carga mi contraseña, y luego dice que no existo, pongo olvidar contraseña y tampoco me manda nada. "
Desktop New Site,1,llevo dias tratando de comprar un vuelo y cuadno ingreso mi informacion de tarjeta me dice que ese metodo no esta disponible en ese momento intento con las otras formas de pago que tienen y ninguna esta disponible 
Desktop New Site,2,"This page does not load beyond ""choose how to travel"". I cannot see the cost of the ""zero"", ""light"" , o ""smart"" options. (no hablo espanol)"
Doters,5,Felicidades una excelente opción para viajar 
Desktop New Site,3,ME INDICO QUE TENIA QUE COMPRAR COMBO LIGHT PARA PODER REALIZAR LA COMPRA A MESES SIN INTERESE Y NO FUE SI...
Desktop New Site,1,No me deja hacer login
Desktop New Site,1,"Estoy tratando de reservar un vuelo redondo MTY - SJD para 4 personas en las fechas del 22 al 26 de septiembre 2023 y me esta agregando un adicional que no seleccione ""Reembolso Total"" y no veo opción para quitarlo."
Doters,2,"No es fácil configurar la cuenta, ni hacer cambios. Además es más cómodo que apareciera en la parte superior ya sea en la barra o menú para que no pase desapercibido."
Desktop New Site,1,no salen las propuestas de hotel
Doters,3,No e podido crear mi cuenta 
Desktop New Site,1,cualquier tarjea que use la rechaza
Doters,1,Quiero sabes más información de cómo canjear los puntos y nada sirve en la página pésima 
Desktop New Site,1,"no me deja avanzar, que sigue ya seleccione y le pongo continuar y nada"
Desktop New Site,1,No se supone que el reembolso total es opcional? Por qué lo cargan automáticamente sin consultarle al cliente?
Desktop New Site,3,Ya me mandaron correo de confirmación pero en la página no me aparece el pago
Doters,1,Noe deja ingresar a doters muy mal ?? 
Desktop New Site,1,"Se requiere crear una cuenta, al crear la cuenta e ingresar correo y contraseña, dice que los datos ingresados son incorrectos, no especifica a que se refiere, no indica que dato esta mal,  en conclusion no se puede hacer el registro"
Doters,1,He intentado inscribirme varias veces a doters y hay errores y errores y no ha podido inscribirme. Nosotros no funciona para nada.
Desktop New Site,1,"No puedo hacer checkin, ni desde la app ni desde la web"
Doters,1,es la peor pagina que he visto tienes que adivinar estan demasiado claros los letras se ve que lo hizo alguine  que no piensa en personas mayores 
Doters,3,No se ve ningún apartado donde puedas registrar tus compras para ganar los puntos.  NO creo que sea sólo al momento de hacer la compra o si?
Desktop New Site,1,no entiendo porque en un cambio de vuelo internacional tengo que volver a pagar los derechos de vuelo internacional si ya los había pagado inicialmente. 
Desktop New Site,4,QUE EN LINEA ES MUY BUENO Y POR TELEFONO MUY TARDADO
Desktop New Site,2,QUISIERA SABER POR QUE EN AUTOMATICO SE AGREGA EL COBRO DE REEMBOLSO TOTAL SI NO HAY LA OPCION DE ACEPTAR O NO EL REEMBOLSO
Desktop New Site,1,"Me agrega un costo adicional de ""rembolso total"" que yo jamás elegi y no me deja eliminarlo. Lo considero un robo "
Desktop New Site,1,COMO VOY A CONTINUAR SI ME INCLUYEN 2X REMBOLSO Y YO NO LO SOLICITE
Desktop New Site,3,Quisiera saber si me han mandado un correo con un código promocional de cumpleaños
Desktop New Site,1,no permite crear la cuenta 
Doters,1,Solo embarcan a la gente 
Desktop New Site,2,"No me deja pasar a la siguente etapa de la reservación, se queda pegano en el siguiente y no avanza, despues me sale un aviso de que hubo un problema "
Desktop New Site,1,ASCO DE EXPERIENCIA DE USUARIO Y BUNERABILIDADES PU;ETAS
Desktop New Site,2,porque te cobran por asiento si la ley dice que me deben dar asientos gratis
Desktop New Site,1,"Porque me agregan adicionales y no dice que es, tampoco me deja quitarlo, conforme vas avanzando va subiendo la tarifa y no es nada como se muestra al inicio. El adicional es reembolso total, pero no hay una opción que haya seleccionado eso"
Desktop New Site,1,"Estaba por pagar mi boleto, me sacaron de la sesión y al intentar reservar de nuevo cambiaron el precio. Aparte cobran el seguro de reembolso total y nunca lo seleccione, ni encuentro como quitarlo"
Desktop New Site,1,"Me aparece un cargo de $91 por ""reembolso total"" que nunca elegí... Lo peor es que no hay forma de quitar ese cargo."
Desktop New Site,1,agrega un reembolso total que nunca solicite ni acepte 
Doters,2,No me deja registrar 
Desktop New Site,2,por que me cobran   reembolso total ??   no lo entiendo 
Desktop New Site,1,"he intentado innumerables  veces el cambio de  vuelo e itinerarios, pra empezar no deja hacer cambio de destino, asi que lo reprograme, pero no   deja hacer pago,  queda como pendiente, muy mal servicio,  perdere mi dinero gracias  a su  incompetensia. llame al numero y   me hizo esperar 20min,  y despues se corto, malisimo servicio"
Desktop New Site,1,"no da la opcion de comprarlo , entonces como puedo aprovechar la promocion , tiene dias con ese error, o lo hacen adrede?"
Doters,1,"No me dio puntos con mi compra de boletos, por que ofrecen puntos y al finalizar la compra dice que no genero puntos, que mal"
Doters,5,se pueden pagar en dolares el viaje en el extranjero para volar en mexico ....
Doters,1,Nunca me permite ingresar.
Desktop New Site,2,Kindly process refund to original form of payment. PNR CI85NB
Desktop New Site,2,Kindly process refund to original form of payment. PNR BDSJFN
Desktop New Site,2,Kindly process refund to original form of payment. PNR CBCV6T
Desktop New Site,2,Kindly process refund to original form of payment. PNR TGKH3H
Desktop New Site,2,Kindly process refund to original form of payment. PNR V9HTMC
Desktop New Site,2,Kindly process refund to original form of payment. PNR D6BURI 
Desktop New Site,2,Kindly process refund to original form of payment. PNR J8FHWS 
Desktop New Site,2,Kindly process refund to original form of payment. PNR FFBH7X 
Desktop New Site,2,Kindly process refund to original form of payment. PNR FFBH7X kiliondinn@gmail.com
Desktop New Site,2,PNR T975HC and YEU9RQ Kindly process refund to original form of payment. 
Doters,1,"No he podido entrar a su página para acumular puntos, siempre me marca que hay algún error...es un fastidio que ofrezcan algo que no funciona"
Desktop New Site,2,Kindly process refund to original form of payment. PNR X8VQKS 
Desktop New Site,1,me quisieron cobrar demas 
Desktop New Site,4,-
Desktop New Site,2,se quedan los circulos dando vueltas y no me deja pagar 
Desktop New Site,1,QUIERO PAGAR Y NO CONTINUA
Desktop New Site,3,necesito saber como utilizar mis puntos acumulados doters
Desktop New Site,2,"muchas complicaciones con la página, cambia constantemente los vuelos y los costos. Demasiados cargos, a parte de los impuestos, tarifa por vuelo internacional, por uso del aeropuerto, etc"
Desktop New Site,1,nunca lo e seleccionado
Desktop New Site,1,Yo no solicité ningún Rembolso Total y me lo están agregando sin mi autorización y no lo puedo quitar. 
Desktop New Site,2,en algunas ocaciones me aparece un precio y en otras otro
Desktop New Site,1,"No pude accesar la opción que me permita seleccionar mi vuelo con la opción de poder llevar equipaje de mano sin documentar (menor a 20 kilos) y sólo me despliega la tarifa Zero, que no es de mi interés."
Desktop New Site,1,"¡Oh, no! Lo sentimos, algo salió mal. Por favor intenta nuevamente. 0186e319-4e2b-4653-b56e-132e3bb237e7 "
Doters,2,"No mandar el correo de verificación, y no está habilitado el botón de reenviar "
Desktop New Site,5,genial
Desktop New Site,2,no puedo continuar sin Reembolso total. Dice que es un servicio adicional pero en realidad sale obligatorio. No me deja sacarlo de el carrito de compra
Desktop New Site,1,que es esto que te cobran de mas
Desktop New Site,2,Me agrega automaticamente Reembolso total que es un servicio adicional y no hay manera de quitar.
Doters,1,Compre 2 boletos uno para mi esposa y mi hija al momento de pagar no me permitía cambiar el nombre y por default aparecía el mio tuve que cerra sesión para poder comprarlos además no me sirvió de nada ya que compre los 2 boletos y no se pudo abonar puntos por lo mismo de verdad que eso esta mal no lo tomaron en cuenta ??
Doters,1,"NO  TE HACEN VALIDO  LOS PUNTOS ES UN  FRAUDA COMPRE BOLETOS PARA MEXICO  SON 59,019 Y  NO ME LOS TOMARON EN CUENTA  PESIMA PAGINA   SOLO  ES PÚBLICIDA  "
Desktop New Site,2,Quiero cancelarel asiento para viajar juntas mi hija y yo y no me deja.
Desktop New Site,4,buien servicio
Desktop New Site,1,JSHJK
Doters,2,"Quiero agregar tres viajes que acabo de hacer, después de que abrí la cuenta "
Doters,1,"no llegan los coreos, eso ocasiona que retrase mi compra "
Desktop New Site,3,Como son los boletos en USA dinero 
Desktop New Site,2,La tarifa al buscarla dice que incluye tua y otros cargos.  La tarifa nunca la puedo encontrar cuando la quiero seleccionar---FALSE ADVERTISING
Desktop New Site,1,Por que estan cobrando esta tarida Adicional de Reembolso?
Doters,1,n o sirve su pagina ni su app es una porqueria 
Desktop New Site,2,no puedo hacer mi registro para crear una cuenta
Desktop New Site,3,no estoy solicitando el seguro de reembolso y no lo puedo cancelar no encuentro en donde.
Doters,4,Muy bien 
Desktop New Site,1,"el concepto rembolso total, es un problema quitar, pues no te aparece la opción de quitar en todas mas ocasiones. y tarda mucho para lograrlo.  muy engañoso el sistema q usan "
Doters,4,La buena experiencia 
Doters,1,"Ya he comprado varios vuelos con VIVA y no se referencian mis puntos a Doters... adicional a eso no encuentro la manera de hacerlo de manera manual.   Pésimo servicio, creo solo pierdo mi tiempo haciendo el registro.   "
Blog,2,
Doters,1,Cómo puedo ingresar mis puntos ya que en taquilla no saben 
Doters,1,"Su chingadera no sirve, siempre me marca error, así no dan ganas de comprar. Ya hasta le pegué a mi abuelita del coraje. "
Desktop New Site,1,Necesito una segunda reservación urgente y ya probé con distintas tarjetas y no me permite pagar. Me dice que hay un error en la reservación y que tengo que marcar.
Desktop New Site,2,Kindly process refund to original form of payment. PNR FF383X
Desktop New Site,2,Kindly process refund to original form of payment. PNR X7ZRKY and ND6YWT 
Doters,5,El programa de recompensas me parece extraordinario. Muchas gracias 
Desktop New Site,1,Despues de hacer mi reservacion no me dejo pagar y tiene un mensaje que dice que no todas las formas de pago estan disponibles. 
Doters,3,"No existe opción para cargar ppntos por viajes que no fueron registrados automáticamente, en mi caso recibí la notificación de estar dado de alta en doters, después que concluí mi viaje, se requiere una opción para dar de alta ese tipo de viajes"
Desktop New Site,2,Kindly process refund to original form of payment. PNR SH4MVX
Desktop New Site,2,Kindly process refund to original form of payment. PNR B5I57V
Feedback_Nuevo Sitio_VF,1,No se puede adquirí la membresía 
Desktop New Site,1,"Son lo peorrrr!!!! Llevo intentando pagar 3 días, llamamos y nos dicen mentiras que tenemos que pagar en dólares y seleccionar dólares, me preocupa el tipo de aerolinea que son, ni si quiera les funciona la pagina, terrible, y lo peor de todo esto es que no ayudan a nada, no tienen buen servicio, les pondre malos reviews en todo lado "
Desktop New Site,3,coloquen una opcion de limpiar seleccion
Desktop New Site,3,"Deberian de ser mas claros y especificos al respecto de las promociones con la tarjeta viva, no se si me incluye o no el asiento, pero mientras ustedes ya me lo cobraron."
Desktop New Site,2,"¿POR QUÉ COBRAN UN ADICIONAL DE REEMBOLSO TOTAL, QUE YO NO PEDÍ?, Y NO HAY FORMA DE CANCELARLO. ESTOY EN DESACUERDO CON ESE COBRO."
Desktop New Site,2,Kindly process refund to original form of payment. PNR LCIT7D
Desktop New Site,1,Inútil el pago a través de la página 
Desktop New Site,1,"Estaba a punto de comprar mi vuelo y me agregó algo que no pedí a fuerza y no lo puedo quitar, ya lo intenté dos veces"
Doters,1,No me deja crear mi cuenta 
Desktop New Site,4,PUEDO IR A LA HABANA CON MIS PERRITOS??
Desktop New Site,1,no me deja quitar esa tontería de Reembolso Total
Desktop New Site,1,yo no seleccioné ningun seguro y no me dejan quitarlo
Desktop New Site,1,que dificil es comprar en su pagina  no puedo pagar mi boleto
Desktop New Site,1,Porque esta registrado Reembolso Total cuando yo no he solicitado este servicio 
Doters,1,NUNCA ENVIAN LA INFORMACION QUE SE LES PIDE
Doters,4,Ofertas 
Desktop New Site,1,porque me estan cobrando algo que yo no estoy seleccionando en adicionales 
Doters,1,el sistema para el reestablecimiento de contraseña no funciona
Desktop New Site,1,
Doters,2,"Hola, no puedo ingresar a mi cuenta para poder comprar mis boletos "
Doters,1,Pues puse todos mis datos para registrarme  como me lo pidieron y no me permite entrar ni hacer nada. 
Desktop New Site,1,No es mi fecha de cumpleaños correcta y no me deja cambiarlo!
Desktop New Site,1,"Mi cumpleaños es 01/07/1994, y no 29 Jun 94 como mostrado. No se de donde vino 29 Jun 94. Y no puedo cambiarlo."
Desktop New Site,1,No puedo cancelar 
Desktop New Site,1,"cuando encuentro un precio que me gusta no me deja pagar y cuando se recarga siempre el precio es más  ALTO, RATEROS!"
Doters,5,pequena40.a@gmail.com    
Desktop New Site,3,FFF
Desktop New Site,4,kjjkhhgfgcytfyfg
Desktop New Site,4,muy bien
Doters,1,"Es un asco la página en Mobile, dan 2,000 puntos y se traba, verifico mi correo y sale que son inválidos, además, tarda demasiado en cargar"
Desktop New Site,1,"No se pudo cobrar a MSI, tuve que hablar y se realizó el cobro en 1 sola exhibicion, DLV"
Desktop New Site,3,no puedo cotizar 2 pasajero y se me regresa y tengo que volver a empezar me tardo mucho en la fecha 
Doters,3,No puedo actualizar mi contraseña a pesar de que cumple con las características exactas requeridas
Doters,3,Excelente servicio 
Desktop New Site,1,"Porque se agrega automaticamente reembolso total si yo no lo elegí? y no hay manera se quitarlo, eao no se vale."
Desktop New Site,1,"LA PUBLICIDAD ES ENGAÑOSA, DICEN QUE CERO  TUA Y SI CARGAN EL TUA  "
Desktop New Site,3,"no he podido cambiar la tarifa zero, y no veo ningun boton para hacerlo, desde pc o smartphone"
Desktop New Site,1,Anuncian una promoción de cero tua para vuelos a partir del mes de agosto y no carga la página.
Doters,1,Llevo días intentando hacer una cuenta y es imposible no funciona la pagina y menos la app
Desktop New Site,1,"no sirve su sistema de login, ni cambio de password, solo funciona con facebook, llena mal los datos del perfil porque pide nombre(s) y apellido(s) y de facebook solo toma el primero... terrible inicio de sesion"
Doters,1,No me mandan por Correo el link para comprar Mis boletos si. Unos ineptos 
Desktop New Site,1,llevo dias queriendo comprar vuelo redondo de Toluca A MERIDA SIN EXITO
Doters,1,Q no le están mandando el link para recuperar mi contraseña y solo me están quitando el tiempo no me puedo comunicar  para comprar los boletos por teléfono. Servicio pésimo. 
Desktop New Site,2,"Compré un boleto viaje redondo a Guadalajara y escogí la tarifa que permite cambios de vuelo, pero cuando quise adelantar mi vuelo, ni el personal de  la linea en mostrador, ni personal de ventas, ni la aplicación. La explicación es que no funciona bien y sólo a través de esta es que se pueden hacer cambios. Me pregunto para que lo ofrecen, lo venden y lo cobran si no sirve? Eso se llama fraude. Habiendo terminado mis actividades en GDL no pude adelantar mi vuelo (habiendo lugares disponibles). NO SIRVE LA APLICACION. Esta linea seguiría siendo una de segunda por estos temas que a todas luces se ven mal intencionados y fraudulentos."
Desktop New Site,1,NO PERMITEN REALIZAR CAMBIO DE DESTINO
Doters,1," LLEVO UN MES COMUNICANDO A SU CORREO atencion@doters.com Y NO ME DAN RESPUESTA, YA QUE NO ME OTORGARON MIS PUNTOS DOOTERS OFRECIDOS AL REALIZAR COMPRAS CON MI TARJETA HSBC VIVA, Y POR TELEFONO TAMPOCO ATIENDEN, DESPUES DE 30 MIN ESPERANDO LA LLAMADA SE CORTA MI NUM SOCIO 5570003080"
Desktop New Site,3,falto mi primer apellido mi nombre es Byanka Velazquez González no se si tenga problema
Doters,1,no sirve
Doters,2,Me dice que el token es invalido 
Doters,1,"no me deja reservar hasta que haga una cuenta, y se tarda mucho, total q no puedo comprar los boletos"
Doters,1,"No me puedo registrar, la pagina se queda cargando"
Desktop New Site,1,"No es posible realizar el pago, llevo dos días, con al menos 10 intentos, no acepta la tarjeta de credito internacional de mi novio (EEUU), no acepta ninguna de mis tarjetas de credito Colombianas, he intentado con dos.   Llevo 15 min intentanto comunicarme en un agente en el numero de telefono de Colombia, nadie responde, por cierto el numero que tienen publicado en la pagina esta incorrecto, el numero correcto es +57 018005189402.  "
Doters,3,"No he podido agregar mi tarjeta de credito a mi cuenta doters mande un correo a atencion@doters.com, pero sigo sin respuesta ya han pasado varias semanas"
Desktop New Site,1,quiero registrarme y me regresa al inicio  no me deja y tengo reserva para el 18/3
Doters,4,"Que contesten el teléfono, se tarda una hora y luego cuelgan."
Doters,1,Aparece este error en la consola del explorador al tratar de registrarme.  signup:1   Access to XMLHttpRequest at 'https://auth-api.doters.com/v1/user/preregister' from origin 'https://auth.doters.com' has been blocked by CORS policy: Response to preflight request doesn't pass access control check: No 'Access-Control-Allow-Origin' header is present on the requested resource.  
Doters,1,"El sitio no sirve. Intengo registrarme y en el botón de registra sólo aparece una animación de 3 puntos moviendose y se queda ahí la pagina, no responde con ningún mensaje."
Desktop New Site,1,Me agrega automáticamente el reembolso total cuando no lo quiero.
Desktop New Site,5,facil
Desktop New Site,1,"Me cancelaron mi vuelo en DIciembre y me dieron un voucher por el total del dinero que pagué. Ahora quiero usar mu voucher de $370.43 en otro vuelo que vale $163, y solo me está acreditando $26 dólares. Porque no puedo aplicar el resto del voucher al total del vuelo?"
Desktop New Site,5,facil
Doters,1,No me permitió entrar
Doters,1,"Ya cree mi usuario y jamás me deja entrar, muy mal su página "
Desktop New Site,1,A la hora de pagar sale un error de API (bad request).
Doters,1,"No sirve, no genera cuentas"
Desktop New Site,1,"La persona que me atendio, fue de primera, el servicio de cobro fue de la patada, el sistema no acepto ninguna de 6 tarjetas de credito."
Desktop New Site,1,"A FUERZAS HACEN EL CARGO DE ""REEMBOLSO TOTAL"". DE HECHO CAMBIE DE NAVEGADOR, LOGRE QUE NO APARECIERA Y ANTES DE PAGAR ESPERE UNOS SEGUNDOS PARA MOSTRAR A MI ESPOSA COMO YA NO APARECIA Y DE REPENTE LA PAGINA SE REFRESCÓ Y AUTOMATICAMENTE AGREGÓ EL CARGO SIN HACER NADA."
Desktop New Site,4,Bien
Doters,1,"No sirve su página, después de varios intentos, teniendo todos los campos con palomita verde, se quedan los puntitos dando vueltas y nunca me deja registrar, NO SE PORQUE PONENE SISTEMAS QUE NO FUNCIONAN AL PÚBILICO, QUE INEPTITUD."
Doters,1,No permite crear la cuenta 
Doters,2,"Desde el App de ETN no se puede crear una página de doters, descargue el app de doters y cree una cuenta allá, y ahora que intento abrir mi sesión en el App de ETN, me aparece un error en el sistema "
Doters,1,"no puedo registrarme, se queda cargando lamentablemente "
Doters,1,No logro registrarme porque no agarra bien no es el internet 
Doters,1,Nunca logré registrarme. Llene todo el formulario y solo se quedó pensando al final.
Desktop New Site,1,Me están cobrando adicional del Reembolso total cuando yo nunca activé esa opción y no hay forma de desactivarla. 
